Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Brian Bradley,DCS,F,10,4,4,3,4,3,4,3,0,6,4,4,2,3,3
Esa Tikkanen,DCS,F,10,7,4,4,4,2,4,3,1,12,3,5,1,3,4
Kevin Dineen,DCS,F,11,7,3,4,4,3,2,2,0,12,3,4,5,3,4
Russ Courtnall,DCS,F,9,6,4,5,3,2,3,2,0,9,5,2,4,3,2
Scott Stevens,DCS,D,3,8,5,4,3,5,3,5,1,12,4,4,0,2,3
Mark Hardy,DCS,D,14,6,3,4,2,5,3,3,1,9,4,4,2,3,4
Steve Duchesne,DCS,D,28,8,5,4,3,5,4,2,1,12,3,5,1,2,2
Jamie Macoun,DCS,D,34,7,4,3,2,4,4,4,1,12,3,4,4,4,2
Mats Naslund,DWB,F,26,3,5,5,4,3,4,3,1,12,4,3,3,3,1
Dale Hawerchuk,DWB,F,10,6,5,4,5,4,4,2,1,12,5,3,2,3,1
Lucien DeBlois,DWB,F,23,7,5,4,3,2,3,2,0,9,3,3,5,3,3
Hannu Jarvenpaa,DWB,F,13,7,3,6,3,2,2,4,1,3,2,3,2,3,4
Marc Fortier,DWB,F,9,6,5,4,2,2,1,2,0,12,3,3,3,2,3
Dave Gagner,DWB,F,15,6,2,4,4,3,2,2,1,6,4,3,2,4,4
Glen Wesley,DWB,D,26,8,5,4,3,4,4,3,1,9,1,4,4,4,2
Doug Lidster,DWB,D,3,9,5,4,3,4,4,4,0,6,3,3,1,2,2
Tommy Albelin,DWB,D,6,7,5,3,3,4,4,2,1,9,3,4,3,3,2
Frank Musil,DWB,D,6,9,4,4,2,4,4,3,1,9,2,4,5,3,3
Denis Savard,ETI,F,18,4,5,5,5,3,4,1,0,15,4,4,0,4,2
Patrik Sundstrom,ETI,F,17,8,3,4,4,2,3,2,1,12,3,4,0,4,0
Claude Lemieux,ETI,F,32,11,4,4,4,3,4,3,0,9,3,3,3,3,4
Guy Carbonneau,ETI,F,21,6,3,4,2,3,3,4,0,12,2,4,3,3,1
Gary Leeman,ETI,F,11,5,3,4,3,4,3,2,0,9,5,4,2,4,2
Walt Poddubny,ETI,F,8,8,4,4,4,4,4,3,1,12,3,3,2,3,2
Mark Howe,ETI,D,2,6,4,3,4,5,4,3,1,12,4,4,0,3,1
Al Iafrate,ETI,D,33,11,5,4,2,4,5,4,1,12,2,3,4,4,4
Terry Carkner,ETI,D,38,10,3,2,4,4,2,5,1,9,3,5,4,2,4
Randy Carlyle,ETI,D,8,8,4,3,4,5,4,3,1,12,4,4,0,3,4
Wayne Gretzky,GRA,F,99,6,5,5,5,3,4,1,1,15,5,5,0,5,0
Mark Messier,GRA,F,11,9,4,4,4,3,4,4,1,12,5,4,2,4,3
Ed Olczyk,GRA,F,16,9,4,4,3,4,4,3,1,12,3,3,4,4,2
Dave Christian,GRA,F,27,4,4,4,3,2,4,3,0,9,4,4,2,4,2
Pat Verbeek,GRA,F,16,7,4,4,4,2,3,4,0,9,4,4,2,4,4
Hakan Loob,GRA,F,12,5,5,5,4,4,3,1,0,12,4,4,0,4,0
Paul Coffey,GRA,D,77,7,4,5,3,5,4,2,1,12,4,4,3,4,0
Bob Murray,GRA,D,6,5,4,4,2,4,3,4,0,9,4,2,2,2,2
Petr Svoboda,GRA,D,25,5,3,4,3,4,3,3,1,9,3,4,0,4,3
James Patrick,GRA,D,3,9,5,4,3,4,4,4,0,12,2,5,2,4,3
Tony Tanti,HFX,F,9,5,5,4,4,3,4,3,1,9,4,3,4,2,4
Joey Kocur,HFX,F,26,8,4,2,3,3,2,3,0,12,3,2,4,3,4
Dan Quinn,HFX,F,10,5,5,4,4,3,4,2,1,9,4,4,3,4,2
Bob Probert,HFX,F,24,11,4,3,3,3,3,4,1,12,3,4,4,4,5
Michal Pivonka,HFX,F,20,8,3,3,4,3,3,3,1,9,3,3,0,4,3
Joel Otto,HFX,F,29,10,4,3,4,2,2,5,0,9,4,3,4,2,5
Paul Reinhart,HFX,D,23,8,3,4,1,4,2,2,1,9,2,3,2,3,2
Dave Manson,HFX,D,3,9,3,4,3,4,4,4,1,6,1,3,5,2,4
Brad Marsh,HFX,D,8,10,3,3,2,4,3,4,1,12,2,3,2,4,4
Mark Tinordi,HFX,D,6,9,1,3,2,3,4,3,1,9,2,4,2,2,4
Marcel Dionne,HSW,F,16,6,3,3,4,4,3,2,0,15,3,4,0,3,2
Neal Broten,HSW,F,7,4,3,4,4,2,3,2,1,12,3,2,3,4,1
Tim Kerr,HSW,F,12,11,4,3,4,3,4,3,0,11,3,4,4,3,5
Sylvain Turgeon,HSW,F,16,9,3,4,4,3,4,2,1,12,2,4,5,3,3
Mike Bullard,HSW,F,22,6,4,3,5,5,4,4,1,9,4,5,0,3,2
John MacLean,HSW,F,15,9,4,3,3,2,4,4,0,9,4,3,4,3,4
Larry Murphy,HSW,D,8,9,4,5,4,4,4,3,1,9,4,3,2,3,1
Robert Picard,HSW,D,24,8,3,4,2,4,4,3,1,12,2,3,2,3,4
Mario Marois,HSW,D,22,6,4,4,3,4,4,4,0,9,4,2,2,4,4
Willie Huber,HSW,D,27,11,5,3,3,4,4,4,0,6,3,3,0,4,5
Craig Janney,NCJ,F,23,7,4,3,4,2,3,2,1,9,2,3,0,4,0
Tomas Sandstrom,NCJ,F,28,9,4,5,4,2,4,2,1,9,4,4,2,2,3
David Maley,NCJ,F,8,8,5,2,3,2,5,3,1,6,3,1,4,2,4
Petr Klima,NCJ,F,85,7,5,5,3,3,4,1,0,9,4,3,5,3,3
Stewart Gavin,NCJ,F,7,5,4,5,3,2,3,2,1,6,3,3,5,3,3
Dino Ciccarelli,NCJ,F,20,5,4,4,4,3,4,4,0,9,4,4,3,3,4
Ray Bourque,NCJ,D,77,10,5,4,3,5,5,3,1,15,4,5,2,4,2
Phil Housley,NCJ,D,6,6,5,4,3,5,4,2,1,12,5,3,0,4,1
Gord Kluzak,NCJ,D,6,9,4,3,3,4,3,4,1,9,4,3,0,3,4
Garry Galley,NCJ,D,12,7,4,3,3,4,3,3,1,12,2,3,2,5,3
Brendan Shanahan,NIU,F,11,10,3,3,4,3,3,2,0,9,4,2,2,3,4
Thomas Steen,NIU,F,25,7,4,3,4,3,4,2,1,9,4,4,0,4,2
Joe Nieuwendyk,NIU,F,25,8,4,4,4,3,4,3,1,12,4,4,3,3,2
Joe Murphy,NIU,F,10,7,3,4,3,2,4,3,1,9,2,4,2,3,3
Brian Bellows,NIU,F,23,8,3,4,4,4,4,2,0,12,4,4,2,3,2
Jimmy Carson,NIU,F,17,9,3,4,4,4,3,2,0,15,5,4,2,4,1
Gary Suter,NIU,D,20,7,5,4,4,5,4,4,1,15,4,4,2,5,3
Steve Smith,NIU,D,5,11,3,4,3,5,3,4,1,12,3,4,4,4,5
Craig Ludwig,NIU,D,17,12,4,3,3,5,3,3,1,9,2,3,4,3,4
Craig Hartsburg,NIU,D,4,7,2,4,3,3,4,3,1,9,3,5,1,4,1
Mario Lemieux,PHI,F,66,10,5,4,5,5,4,2,0,15,5,5,0,5,2
Ron Francis,PHI,F,10,9,4,4,3,2,4,4,1,9,5,4,0,4,2
Rick Middleton,PHI,F,16,5,3,4,3,2,4,2,0,9,4,4,4,3,2
Tom Fergus,PHI,F,28,7,4,4,3,2,4,3,1,10,3,3,4,3,2
Troy Murray,PHI,F,19,7,3,4,3,3,3,4,0,9,4,3,2,4,4
Cam Neely,PHI,F,8,10,4,3,4,4,4,3,0,9,4,4,3,3,4
Doug Wilson,PHI,D,24,6,3,4,2,4,5,3,1,9,4,3,3,4,2
Fredrik Olausson,PHI,D,4,9,4,3,4,4,4,1,0,9,3,3,1,3,1
Bruce Driver,PHI,D,23,6,3,4,3,4,4,3,1,15,3,5,2,3,2
Ulf Samuelsson,PHI,D,5,8,3,3,3,4,3,5,1,12,3,4,1,3,5
Joe Mullen,SBT,F,7,6,4,3,4,3,3,3,0,12,5,4,2,4,0
Brett Hull,SBT,F,16,7,3,4,4,2,5,3,0,9,4,4,5,4,3
Dale Hunter,SBT,F,32,8,4,2,3,5,3,5,1,9,4,3,0,3,4
Greg Paslawski,SBT,F,28,6,4,3,4,3,4,3,0,9,4,4,3,4,2
Shawn Burr,SBT,F,11,6,3,3,4,3,3,4,1,9,4,2,1,2,3
Mark Osborne,SBT,F,12,9,4,3,5,4,3,3,1,12,2,3,4,1,3
Lee Norwood,SBT,D,23,8,4,3,3,4,2,4,1,12,3,2,5,3,4
David Shaw,SBT,D,21,9,4,2,4,4,3,4,0,9,4,3,5,2,3
Jeff Brown,SBT,D,22,9,4,4,3,4,5,2,0,12,3,4,1,4,2
Bob Rouse,SBT,D,3,8,3,3,2,4,3,4,0,9,4,4,1,2,3
Steve Yzerman,QQB,F,19,6,4,5,4,3,4,1,0,12,5,4,1,4,2
Gary Roberts,QQB,F,10,7,3,3,4,3,3,4,1,6,3,4,1,2,3
Murray Craven,QQB,F,32,6,4,3,5,3,3,3,1,9,4,4,0,4,1
Stephane Richer,QQB,F,44,9,5,4,4,3,5,2,0,12,2,4,4,3,2
Bengt Gustafsson,QQB,F,16,6,4,4,3,2,3,3,1,9,5,3,3,4,5
Wendel Clark,QQB,F,17,8,3,3,3,2,5,3,1,9,3,4,4,3,4
Michel Petit,QQB,D,24,9,4,3,3,5,5,3,0,12,2,2,3,3,3
Calle Johansson,QQB,D,3,9,4,3,3,4,4,3,1,12,2,5,1,4,2
Joe Cirella,QQB,D,2,10,4,3,2,5,3,4,0,12,3,5,5,2,5
Larry Robinson,QQB,D,19,10,4,3,3,4,4,3,1,9,4,4,1,4,3
Randy Wood,THC,F,11,8,3,5,3,3,3,3,1,6,4,3,4,2,3
Shayne Corson,THC,F,27,9,3,4,3,4,3,4,1,9,2,4,4,2,4
Glenn Anderson,THC,F,9,4,4,4,4,3,4,3,1,12,3,5,1,3,3
Phil Bourque,THC,F,29,7,3,5,3,4,3,2,1,6,3,2,3,1,4
Steve Thomas,THC,F,32,6,4,4,3,2,3,3,1,6,3,4,2,4,3
Petri Skriko,THC,F,26,4,3,5,4,3,5,3,1,9,2,4,2,3,3
Reijo Ruotsalainen,THC,D,29,4,4,4,2,5,4,5,0,9,4,4,2,4,3
Marc Bergevin,THC,D,2,6,2,3,3,3,4,3,1,12,2,4,3,2,2
Marty McSorley,THC,D,33,14,3,3,2,3,4,5,0,12,3,5,4,2,6
Peter Andersson,THC,D,29,7,4,4,2,2,3,4,1,12,4,3,1,3,3
Ray Sheppard,VFM,F,23,6,5,3,4,3,3,3,0,9,4,4,2,3,2
Greg Adams,VFM,F,24,7,5,4,3,3,4,3,1,9,4,5,1,3,1
Barry Pederson,VFM,F,10,6,4,4,4,2,4,3,0,11,4,3,2,5,2
Dean Evason,VFM,F,12,6,4,2,4,3,2,4,0,9,3,3,3,2,3
Vincent Damphousse,VFM,F,10,6,4,4,3,3,3,1,1,12,3,4,2,4,3
Brian Benning,VFM,F,2,8,4,3,3,4,5,4,1,9,3,3,2,3,4
Randy Cunneyworth,VFM,D,15,6,4,4,4,3,3,3,1,9,4,4,5,4,3
Todd Gill,VFM,D,23,6,4,3,3,4,3,4,1,9,3,4,1,2,3
Kevin Lowe,VFM,D,4,7,3,4,2,4,4,3,1,9,3,5,1,4,3
Chris Chelios,VFM,D,24,7,5,4,3,5,4,3,0,12,3,4,2,3,4
Mike Krushelnyski,THC,F,26,8,4,4,4,2,4,3,1,9,3,3,3,3,2
Shayne Corson,THC,F,27,9,3,4,3,3,3,4,1,9,2,2,2,2,4
Glenn Anderson,THC,F,9,4,4,4,3,3,4,3,1,12,3,5,1,3,3
Phil Bourque,THC,F,29,7,3,5,2,3,3,3,1,3,3,2,3,1,4
Lanny McDonald,THC,F,9,7,3,3,4,2,3,2,0,9,4,3,4,4,4
Petri Skriko,THC,F,13,4,4,5,4,3,5,3,1,9,2,4,2,3,3
Reijo Ruotsalainen,THC,D,23,4,4,4,2,5,4,5,0,9,4,4,2,4,3
Marc Bergevin,THC,D,2,6,3,3,3,4,4,3,1,12,2,4,3,2,2
Marty McSorley,THC,D,33,14,2,3,2,3,3,5,0,9,2,5,4,2,6
Peter Andersson,THC,D,25,7,4,4,2,2,3,4,1,12,4,3,1,3,3
Paul Lawless,VFM,F,28,6,3,3,4,3,3,2,1,15,3,3,0,3,2
Greg Adams,VFM,F,24,7,3,4,3,2,4,3,1,9,4,5,1,3,1
Barry Pederson,VFM,F,10,6,4,4,4,2,4,3,0,11,4,4,2,5,2
Dean Evason,VFM,F,12,6,4,2,4,4,2,4,0,12,4,3,3,2,3
Vincent Damphousse,VFM,F,25,6,4,4,3,3,3,1,1,12,3,4,2,4,3
Brian Benning,VFM,F,2,8,4,3,4,4,5,4,1,9,3,4,2,3,4
Steve Konroyd,VFM,D,33,7,4,3,3,4,3,3,1,9,2,5,1,4,2
Todd Gill,VFM,D,23,6,4,3,3,4,3,4,1,9,3,4,1,3,3
Kevin Lowe,VFM,D,4,7,3,4,2,4,4,4,1,9,3,5,1,4,3
Jay Wells,VFM,D,26,10,3,4,3,5,3,3,1,9,4,3,1,2,4
