Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Bryan Smolinski,BOS,F,23,6,3,4,3,3,3,3,10,3,3,3,4,3,1
Dan Marois,BOS,F,44,0,4,3,3,2,3,2,10,6,4,3,4,2,2
Cam Neely,BOS,F,19,7,3,3,3,2,2,1,2,6,2,3,3,3,2
Stephen Leach,BOS,F,18,6,3,3,2,3,2,3,9,7,2,2,5,3,4
Stephen Heinze,BOS,F,10,6,4,4,4,1,3,1,7,9,4,4,2,4,1
Glen Murray,BOS,F,21,4,3,4,3,4,3,2,13,3,3,3,3,3,2
Mariusz Czerkawski,BOS,F,17,9,3,3,2,3,3,2,11,2,4,4,2,2,0
Brent Hughes,BOS,D,25,8,3,3,2,3,4,3,9,2,1,3,5,4,3
Dmitri Kvartalnov,BOS,D,77,10,5,4,5,5,5,4,9,12,5,6,4,5,2
Ted Donato,BOS,D,34,9,2,2,2,4,2,3,6,7,2,4,5,2,3
Dave Reid,BOS,D,43,11,4,4,4,4,6,4,9,10,2,3,3,4,4
Paul Stanton,BOS,D,32,4,4,3,3,4,3,4,6,10,1,4,1,4,2
Ray Bourque,BOS,D,26,8,5,4,4,4,4,3,11,4,2,4,4,4,2
David Shaw,BOS,D,14,7,3,2,1,3,1,3,7,2,3,3,0,2,3
Al Iafrate,BOS,D,6,11,3,3,1,2,2,4,7,4,3,2,3,2,5
Don Sweeney,BUF,F,14,6,3,2,2,3,2,2,11,6,3,2,1,2,2
Glen Wesley,BUF,F,16,5,5,4,6,4,4,2,4,12,4,6,2,5,2
Gordie Roberts,BUF,F,10,6,6,4,5,4,4,2,11,12,3,4,0,5,2
Glen Feathrston,BUF,F,20,9,3,2,3,5,3,3,7,3,4,4,2,3,3
Dominik Hasek,BUF,F,32,10,3,4,1,2,1,4,11,5,2,1,5,1,5
Grant Fuhr,BUF,F,19,8,2,5,3,4,2,3,13,3,3,4,4,2,3
Dave Hannan,BUF,F,13,7,4,3,4,4,4,3,6,9,4,4,3,3,2
Pat LaFontaine,BUF,F,27,9,2,2,3,2,3,4,11,4,3,3,5,2,4
Dale Hawerchuk,BUF,F,22,8,3,3,4,3,4,2,3,6,4,3,1,3,2
Bob Sweeney,BUF,F,43,8,3,3,3,2,3,2,9,6,4,3,4,3,1
Rob Ray,BUF,F,26,4,4,4,4,3,3,2,11,9,3,3,2,4,1
Randy Wood,BUF,F,89,7,6,6,6,3,4,1,7,9,4,4,4,5,1
Yuri Khmylev,BUF,F,18,6,3,3,3,4,3,3,6,7,3,3,4,2,3
Brad May,BUF,F,28,5,3,3,4,3,4,2,6,6,4,3,5,3,2
Craig Simpson,BUF,F,36,7,2,2,2,1,2,3,9,5,2,3,3,2,4
Jason Dawe,BUF,D,24,10,3,2,2,1,2,3,8,4,1,1,1,2,4
Derek Plante,BUF,D,8,10,4,3,3,4,2,2,9,9,1,4,1,3,2
Alexnder Mogilny,BUF,D,41,8,3,2,2,4,2,1,9,3,2,3,2,3,2
Wayne Presley,BUF,D,4,7,3,3,3,2,3,2,8,9,2,3,2,4,3
Donald Audette,BUF,D,5,9,2,2,1,5,2,4,11,6,1,4,2,2,3
Matthew Barnaby,BUF,D,7,5,4,4,2,4,3,3,9,7,0,4,0,3,3
Randy Moller,BUF,D,42,10,3,2,3,4,4,3,13,6,3,3,3,3,2
Doug Bodger,CGY,F,25,8,4,3,5,3,4,3,7,9,5,4,3,4,2
Ken Sutton,CGY,F,26,6,4,3,4,3,5,2,13,9,5,3,3,4,2
Philippe Boucher,CGY,F,29,11,3,2,2,5,3,5,10,7,4,4,2,2,5
Craig Muni,CGY,F,92,5,4,4,4,3,3,2,7,9,2,3,1,4,2
Petr Svoboda,CGY,F,11,6,3,2,3,4,3,4,2,6,3,4,1,3,3
Richard Smehlik,CGY,F,13,7,3,3,3,3,3,3,9,6,4,3,5,3,2
Mike Vernon,CGY,F,10,7,3,4,5,4,4,4,9,10,5,5,3,4,5
Trevor Kidd,CGY,F,12,9,2,2,2,2,2,3,9,5,2,3,4,2,4
Joe Nieuwendyk,CGY,F,17,6,2,3,3,3,2,1,6,6,3,3,1,3,1
Robert Reichel,CGY,F,14,3,5,5,4,4,4,4,12,10,4,4,3,3,3
Joel Otto,CGY,F,15,7,1,1,2,2,2,3,10,5,2,3,4,2,5
Michael Nylander,CGY,F,22,8,2,2,2,1,2,3,8,5,2,2,3,2,5
Kelly Kisio,CGY,D,21,7,2,2,1,2,2,2,6,3,1,3,4,2,2
German Titov,CGY,D,33,10,5,4,4,3,4,3,7,9,2,5,3,3,2
Gary Roberts,CGY,D,6,9,5,4,3,4,3,3,6,9,2,3,2,4,2
Paul Kruse,CGY,D,2,8,4,4,4,4,6,3,8,9,2,5,3,4,3
Wes Walz,CGY,D,39,7,2,2,1,3,1,2,7,6,2,2,5,1,3
Theoren Fleury,CGY,D,18,7,3,3,2,4,2,2,7,6,2,3,2,3,2
Sandy McCarthy,CGY,D,3,9,3,4,1,4,2,3,9,4,1,3,3,2,3
Ronnie Stern,CGY,D,7,9,3,3,2,3,4,4,6,7,1,3,2,2,3
Brad Schlegel,CGY,D,4,7,3,2,1,4,1,3,4,6,1,3,1,3,2
Zarley Zalapski,CGY,D,5,8,3,2,1,4,2,3,9,7,1,3,3,2,3
James Patrick,CHI,F,27,4,5,5,5,4,5,3,12,13,5,5,2,5,3
Al MacInnis,CHI,F,22,8,4,4,3,4,3,4,7,6,2,4,2,4,3
Dan Keczmer,CHI,F,12,6,3,2,3,5,3,4,7,10,3,5,1,3,4
Trent Yawney,CHI,F,11,7,2,3,3,1,2,2,6,6,2,3,2,3,2
Frank Musil,CHI,F,32,7,3,3,2,2,3,1,9,6,2,3,2,2,1
Michel Petit,CHI,F,14,7,4,4,3,4,3,2,9,6,3,3,3,4,2
Kevin Dahl,CHI,F,16,8,4,3,3,3,2,2,5,6,4,3,3,1,2
Chris Dahlquist,CHI,F,19,6,2,3,2,3,3,3,9,7,2,3,5,3,3
Ed Belfour,CHI,F,44,10,3,3,3,2,3,3,9,6,3,5,2,3,2
Jeff Hackett,CHI,F,20,9,1,1,2,1,1,3,6,2,4,1,3,1,5
Jeremy Roenick,CHI,F,33,8,4,3,3,5,3,4,8,7,2,4,5,3,4
Christan Ruuttu,CHI,F,10,6,4,5,4,3,4,1,13,6,3,4,5,3,2
Brent Sutter,CHI,F,15,7,3,3,2,4,1,2,10,4,2,4,4,2,4
Jeff Shantz,CHI,F,17,7,4,5,4,3,4,3,11,7,3,4,3,4,3
Steve Dubinsky,CHI,D,2,10,3,4,3,3,3,3,9,6,2,4,1,3,2
Paul Ysebaert,CHI,D,7,7,4,4,4,6,5,4,10,10,2,6,2,4,5
Michel Goulet,CHI,D,5,11,4,4,3,4,3,4,7,7,2,5,2,4,4
Randy Cunnyworth,CHI,D,23,7,3,3,1,3,2,3,8,7,0,4,4,3,3
Patrick Poulin,CHI,D,4,9,2,3,2,1,2,3,9,6,2,1,4,2,4
Darin Kimble,CHI,D,3,10,1,1,1,1,0,1,6,2,1,1,4,0,5
Dirk Graham,CHI,D,6,7,5,4,4,4,4,4,7,10,2,5,2,4,4
Tony Amonte,CHI,D,8,5,3,3,1,3,2,3,9,5,1,3,5,2,5
Rich Sutter,DAL,F,9,7,5,5,6,4,5,2,9,12,4,5,3,4,2
Joe Murphy,DAL,F,15,6,4,4,4,3,3,2,9,9,4,4,4,4,4
Eric Weinrich,DAL,F,7,4,3,4,3,5,3,2,9,6,2,4,2,4,1
Chris Chelios,DAL,F,10,8,2,2,1,3,2,3,4,7,2,3,2,2,2
Steve Smith,DAL,F,16,6,2,2,2,3,2,2,10,7,3,3,1,3,3
Neil Wilkinson,DAL,F,29,9,3,3,3,2,2,1,8,6,3,3,3,2,1
Keith Carney,DAL,F,6,5,5,3,4,3,3,2,5,9,3,4,0,4,1
Greg Smyth,DAL,F,41,6,4,3,3,2,3,3,9,7,3,2,5,3,2
Gary Suter,DAL,F,17,9,4,3,3,4,3,4,11,7,3,4,4,2,2
Cam Russell,DAL,F,23,9,3,2,2,3,3,3,8,5,1,3,4,2,5
Andy Moog,DAL,F,27,9,2,2,2,2,1,4,8,5,2,2,1,2,5
Darcy Wakaluk,DAL,F,20,6,3,3,3,2,3,3,6,7,3,3,3,2,3
Mike Modano,DAL,F,30,6,2,2,2,2,2,2,8,4,3,2,4,2,1
Dave Gagner,DAL,F,26,6,5,6,4,3,4,2,12,9,3,4,3,4,2
Neal Broten,DAL,F,21,7,2,2,2,4,1,2,6,6,2,3,3,1,4
Dave Barr,DAL,D,5,8,4,3,2,3,2,3,5,7,1,3,2,3,5
Dean Evason,DAL,D,24,9,3,3,3,4,4,5,7,7,3,4,3,2,5
Trent Klatt,DAL,D,2,9,3,2,2,4,2,4,11,7,2,4,2,2,4
Pelle Eklund,DAL,D,3,12,2,2,1,4,2,3,11,4,0,3,3,2,4
Brent Gilchrist,DAL,D,4,7,3,3,1,3,3,3,9,3,1,3,5,2,2
Mike McPhee,DAL,D,12,9,4,3,3,3,1,3,9,6,0,2,2,3,2
Alan May,DAL,D,14,10,3,3,2,4,3,3,9,6,2,3,5,3,2
Shane Churla,DET,F,19,6,6,5,6,4,4,1,8,12,4,6,1,5,1
Mike Craig,DET,F,91,7,6,6,6,5,4,2,11,12,5,5,2,5,3
Mike Needham,DET,F,55,11,2,2,4,3,3,3,9,7,5,3,2,2,4
Russ Courtnall,DET,F,33,7,3,4,2,4,2,2,9,6,2,4,2,3,2
Paul Broten,DET,F,23,6,3,3,3,2,2,2,9,6,2,3,3,2,2
Doug Zmolek,DET,F,13,5,4,3,4,2,3,1,11,9,4,3,5,3,2
Mark Tinordi,DET,F,11,6,2,2,2,4,2,3,7,7,2,3,1,2,4
Derian Hatcher,DET,F,24,11,4,3,2,2,3,4,9,5,2,4,2,3,6
Craig Ludwig,DET,F,27,7,2,2,2,2,2,2,7,6,3,3,2,2,1
Richard Matvichuk,DET,F,12,7,3,3,2,2,2,2,7,6,2,4,0,2,1
Grant Ledyard,DET,F,22,5,5,3,5,2,5,2,6,7,5,4,3,4,4
Paul Cavallini,DET,F,26,6,2,2,5,1,3,1,8,6,5,3,4,2,1
Bob Essensa,DET,F,25,10,2,2,2,3,2,4,10,5,2,4,3,2,6
Chris Osgood,DET,F,15,4,3,5,2,2,2,1,8,3,3,2,5,2,1
Steve Yzerman,DET,D,29,7,3,2,1,3,3,1,9,3,1,2,2,2,1
Sergei Fedorov,DET,D,77,9,6,5,4,3,4,2,11,12,2,5,1,6,3
Keith Primeau,DET,D,3,9,3,3,4,4,4,3,11,7,2,4,2,3,4
Kris Draper,DET,D,2,10,1,2,1,3,2,3,7,4,1,3,0,2,4
Greg Johnson,DET,D,5,5,4,3,3,4,4,2,11,6,1,4,2,4,1
Vachslav Kozlov,DET,D,4,6,3,2,3,4,3,2,3,6,1,3,0,3,1
Shawn Burr,DET,D,16,6,4,4,2,4,3,4,10,7,1,4,2,3,5
Bob Probert,DET,D,21,9,1,2,1,2,2,3,7,4,2,3,2,2,4
Micah Aivazoff,EDM,F,39,6,3,3,4,3,3,3,13,10,3,3,2,4,3
Mike Sillinger,EDM,F,36,7,4,4,2,2,3,0,2,6,3,3,2,3,2
Dino Ciccarelli,EDM,F,7,8,3,3,4,4,4,3,10,10,4,3,3,4,3
Ray Sheppard,EDM,F,37,7,3,4,2,4,3,2,9,6,2,3,2,2,1
Darren McCarty,EDM,F,17,9,3,3,1,3,2,2,7,4,2,3,2,2,3
Sheldon Kennedy,EDM,F,25,6,3,3,2,2,2,2,10,6,2,2,5,3,0
Sergei Bautin,EDM,F,34,9,3,4,2,2,3,3,9,7,4,3,3,2,2
Paul Coffey,EDM,F,9,9,3,3,3,4,4,4,7,7,3,4,3,3,4
Steve Chiasson,EDM,F,29,12,1,1,2,1,2,3,7,5,3,1,5,1,5
Terry Carkner,EDM,F,33,9,3,3,1,2,2,3,5,4,2,3,1,2,3
Nicklas Lidstrom,EDM,F,8,7,3,3,3,3,4,2,13,6,4,3,2,3,0
Mark Howe,EDM,F,12,11,2,2,3,2,2,2,7,4,2,2,2,2,3
Vladimir Konstantov,EDM,F,26,9,2,2,3,2,2,2,7,3,4,2,5,1,2
Bob Halkidis,EDM,F,18,7,3,2,2,3,2,3,8,7,2,4,3,2,3
Bill Ranford,EDM,F,16,10,3,3,2,3,2,4,12,7,2,3,2,1,4
Fred Brathwaite,EDM,D,10,7,3,2,3,2,2,0,7,6,3,2,2,4,0
Doug Weight,EDM,D,21,9,5,3,3,4,4,3,11,9,2,4,3,3,2
Todd Marchant,EDM,D,15,9,4,3,4,3,4,1,8,9,2,3,1,4,1
Jason Arnott,EDM,D,35,9,2,2,1,2,1,2,6,4,0,1,3,1,2
Dean McAmmond,EDM,D,2,9,3,3,2,3,3,3,10,7,2,3,3,2,3
Scott Thornton,EDM,D,22,11,3,3,1,3,2,4,9,7,0,2,4,3,4
Mike Stapleton,EDM,D,20,6,4,3,2,2,3,3,8,7,1,2,3,2,3
Brent Grieve,FLA,F,20,8,4,3,2,5,2,4,9,7,3,4,3,3,4
Shayne Corson,FLA,F,14,5,2,3,4,3,3,2,8,9,3,3,4,3,1
Louie DeBrusk,FLA,F,44,9,4,5,2,2,3,3,7,7,3,3,4,2,2
Scott Pearson,FLA,F,26,5,3,4,4,3,3,2,8,9,4,3,2,4,1
Zdeno Ciger,FLA,F,21,8,2,3,2,3,3,3,10,6,3,3,2,2,2
Steven Rice,FLA,F,18,7,3,2,2,3,3,3,9,7,2,3,2,3,3
Shjon Podein,FLA,F,10,8,2,3,3,3,2,3,11,7,2,3,4,2,4
Kirk Maltby,FLA,F,19,7,4,3,3,3,3,1,9,9,3,3,2,4,2
Kelly Buchberger,FLA,F,11,6,1,2,2,3,2,2,13,4,1,2,3,2,2
Ilya Byakin,FLA,F,23,9,2,2,1,2,2,2,9,3,3,2,4,2,1
Igor Kravchuk,FLA,F,12,9,2,2,2,3,2,3,4,3,2,3,3,2,1
Fredrik Olausson,FLA,F,27,9,1,1,3,3,3,4,10,7,4,3,3,2,4
Adam Bennett,FLA,F,22,9,2,3,4,3,4,2,12,6,4,3,4,3,2
Bob Beers,FLA,F,17,8,2,2,2,3,2,4,2,4,3,3,4,2,3
Luke Richardson,FLA,D,7,8,3,2,3,2,3,2,7,6,2,4,2,3,4
Boris Mironov,FLA,D,25,9,4,3,1,3,1,2,4,9,1,3,2,3,1
John Vanbiesbrk,FLA,D,24,10,2,2,1,3,3,4,7,5,2,3,3,2,5
Mark Fitzpatrik,FLA,D,5,8,5,4,3,3,4,3,12,6,2,3,3,3,3
Brian Skrudland,FLA,D,2,10,2,2,1,3,3,3,6,4,2,3,3,2,3
Stu Barnes,FLA,D,3,9,3,2,0,2,2,4,6,2,1,3,3,2,5
Rob Neidrmayer,FLA,D,4,7,2,2,2,3,2,3,4,4,1,3,4,3,3
Jesse Belanger,FLA,D,6,9,3,3,3,2,2,2,9,9,2,3,3,4,2
Tom Fitzgerald,HFD,F,21,7,3,3,4,4,2,2,11,3,3,4,1,4,2
Mike Hough,HFD,F,22,11,3,2,2,4,3,4,13,7,3,4,1,2,4
Dave Lowry,HFD,F,17,7,4,4,2,3,2,3,5,9,2,3,2,3,2
Andrei Lomakin,HFD,F,32,5,3,4,3,2,3,1,7,6,3,3,2,3,1
Bill Lindsay,HFD,F,89,6,4,4,4,3,4,2,7,9,2,4,3,3,1
Jeff Daniels,HFD,F,8,6,4,5,4,3,4,2,11,6,4,4,3,3,1
Jody Hull,HFD,F,26,8,3,3,2,3,3,3,5,3,2,2,5,3,0
Scott Mellanby,HFD,F,20,11,3,3,2,3,2,3,9,3,3,4,2,2,4
Bob Kudelski,HFD,F,24,9,3,3,2,3,2,3,9,7,2,4,3,3,2
Mike Foligno,HFD,F,23,9,4,4,3,3,4,3,11,7,2,3,3,1,4
Brian Benning,HFD,F,14,8,4,5,3,3,3,1,10,6,2,3,4,3,1
Geoff Smith,HFD,F,16,7,3,4,4,3,4,3,12,10,4,4,4,4,4
Brent Severyn,HFD,F,41,11,1,2,2,3,3,2,4,4,2,3,3,2,4
Gord Murphy,HFD,F,18,5,3,4,3,4,2,2,9,9,3,3,3,3,0
Joe Cirella,HFD,D,27,8,3,3,2,4,2,4,7,4,1,3,2,1,5
Paul Laus,HFD,D,5,10,2,3,2,3,2,3,9,7,2,3,5,1,2
Keith Brown,HFD,D,6,7,4,3,2,3,4,4,7,7,1,4,3,3,4
Peter Andersson,HFD,D,10,8,3,2,1,4,2,4,4,3,0,3,1,3,3
Sean Burke,HFD,D,4,9,3,3,2,4,3,2,9,6,1,3,4,2,2
Jeff Reese,HFD,D,44,7,3,3,3,3,2,3,11,10,2,3,3,3,4
Frank Pietrngelo,HFD,D,33,7,3,3,2,3,2,2,8,7,2,3,3,2,2
Andrew Cassels,LA,F,99,4,6,4,6,4,3,1,9,12,4,6,1,6,0
Mark Janssens,LA,F,13,6,3,3,3,2,2,1,6,6,4,3,2,4,0
Ted Drury,LA,F,14,5,2,3,3,3,3,2,7,4,2,3,3,3,2
Igor Chibirev,LA,F,26,8,3,3,1,3,2,3,11,3,3,3,2,3,2
Darren Turcotte,LA,F,15,7,2,2,2,3,2,2,9,6,3,2,4,3,2
Geoff Sanderson,LA,F,20,7,4,4,5,3,5,2,11,9,6,5,4,4,3
Brian Propp,LA,F,10,7,3,2,2,1,1,3,11,5,2,1,4,1,5
Kevin Smyth,LA,F,11,6,4,4,3,3,2,3,11,6,3,4,3,3,2
Jim Storm,LA,F,17,8,4,3,4,4,4,2,11,9,4,4,2,3,2
Jocelyn Lemieux,LA,F,21,6,4,5,4,4,3,3,6,10,4,3,3,3,5
Paul Ranheim,LA,F,9,9,3,3,3,3,3,3,8,6,4,3,1,2,3
Pat Verbeek,LA,F,14,6,2,2,2,1,1,2,6,3,2,1,3,2,2
Jim Sandlak,LA,F,19,9,2,2,3,4,2,3,6,3,3,3,3,2,2
Robert Kron,LA,D,4,10,4,4,4,4,4,4,10,10,2,4,3,4,4
Bryan Marchment,LA,D,33,12,2,2,2,4,3,4,7,8,2,5,4,3,6
Alexnder Godynyuk,LA,D,2,6,5,4,3,3,3,3,11,9,2,4,1,4,3
Adam Burt,LA,D,25,9,4,3,3,2,3,3,13,10,1,3,3,3,2
Brad McCrimmon,LA,D,22,10,3,2,2,4,3,3,9,7,2,3,1,3,2
Frantsek Kucera,LA,D,7,8,2,3,1,2,2,2,7,3,1,3,1,2,2
Chris Pronger,LA,D,6,7,2,2,1,2,2,3,6,3,1,2,4,1,4
Ted Crowley,LA,D,5,6,2,2,1,2,1,2,5,1,0,2,1,2,2
Kelly Hrudey,MTL,F,11,9,4,4,4,4,4,4,11,10,3,4,1,4,4
Robb Stauber,MTL,F,17,11,3,4,3,3,5,3,9,6,2,3,1,2,2
Wayne Gretzky,MTL,F,21,6,4,3,2,5,2,4,8,6,1,4,2,4,1
Robert Lang,MTL,F,15,6,3,3,3,2,3,2,8,6,2,3,2,2,1
Kevin Todd,MTL,F,8,6,3,2,2,4,1,2,7,3,2,4,2,2,2
Brian McReynolds,MTL,F,45,8,3,2,4,2,2,3,9,9,4,3,2,3,2
Pat Conacher,MTL,F,25,6,4,4,5,2,4,1,13,12,5,4,2,4,2
Luc Robitaille,MTL,F,22,6,2,2,3,2,2,2,3,2,3,2,2,2,2
Warren Rychel,MTL,F,32,6,1,1,1,1,2,3,7,4,2,1,3,1,4
Mike Donnelly,MTL,F,20,7,2,2,2,1,2,1,7,7,2,1,2,2,3
Jari Kurri,MTL,F,12,5,3,4,3,4,2,4,10,6,2,4,0,3,3
Tony Granato,MTL,F,23,8,4,4,4,2,4,2,9,9,4,4,3,4,2
Dixon Ward,MTL,F,6,4,3,2,3,3,2,1,7,6,2,3,3,3,0
Gary Shuchuk,MTL,F,31,8,2,2,2,1,2,3,2,2,2,1,4,2,1
John Druce,MTL,D,28,9,4,3,3,5,4,4,12,7,2,4,3,3,3
Rob Blake,MTL,D,27,7,4,4,4,4,4,2,7,6,2,4,3,4,3
Marty McSorley,MTL,D,43,5,3,2,3,3,3,2,6,6,3,3,3,2,2
Alex Zhitnik,MTL,D,14,6,3,2,2,3,2,2,7,7,2,4,5,2,3
Darryl Sydor,MTL,D,44,8,1,1,2,1,1,2,7,6,0,1,0,1,1
Charlie Huddy,MTL,D,48,6,4,3,2,3,3,1,7,6,2,4,2,2,1
Jim Paek,MTL,D,24,9,3,2,2,4,3,4,11,5,2,3,4,2,5
Doug Houda,MTL,D,34,10,2,2,1,2,3,3,6,6,1,2,2,1,1
Tim Watters,NJ,F,20,6,3,2,3,3,3,2,6,9,3,3,2,3,2
Patrick Roy,NJ,F,9,6,3,2,4,4,3,2,8,9,3,4,1,4,3
Ron Tugnutt,NJ,F,10,4,3,5,4,2,2,1,4,9,4,3,2,3,3
Kirk Muller,NJ,F,19,7,3,2,2,4,2,2,9,3,1,3,3,3,3
John Leclair,NJ,F,11,7,3,4,3,2,2,1,8,6,2,3,1,3,2
Guy Carbonneau,NJ,F,25,6,4,4,4,4,3,1,11,9,4,3,2,3,2
Paul DiPietro,NJ,F,16,10,2,3,2,2,4,3,8,6,2,3,3,2,3
Ron Wilson,NJ,F,21,6,3,2,2,3,3,4,10,8,3,3,4,2,5
Gilbert Dionne,NJ,F,17,9,4,4,3,3,2,3,10,6,3,3,3,2,2
Vincent Damphousse,NJ,F,8,9,1,2,2,2,2,4,9,2,1,4,4,1,5
Benoit Brunet,NJ,F,22,11,4,4,3,3,4,4,8,7,2,4,3,3,4
Mario Roberge,NJ,F,12,9,4,3,3,3,5,4,10,7,4,3,5,2,4
Pierre Sevigny,NJ,F,15,9,3,2,5,4,4,3,8,7,3,4,5,2,4
Mike Keane,NJ,F,44,9,4,4,4,3,5,2,10,12,4,4,4,3,2
Brian Bellows,NJ,F,26,8,3,3,1,3,2,3,8,7,1,3,2,3,2
Oleg Petrov,NJ,D,4,11,4,4,4,6,4,5,13,7,3,5,1,4,5
Ed Ronan,NJ,D,2,11,4,2,1,3,2,2,9,3,1,3,1,3,3
Eric Desjardins,NJ,D,23,6,4,3,3,4,2,3,11,6,2,4,2,3,2
Matt Schneider,NJ,D,27,9,3,3,3,3,3,3,9,9,2,3,1,4,2
Patrice Brisebois,NJ,D,3,10,3,2,1,5,1,5,13,4,0,4,4,1,4
Kevin Haller,NJ,D,6,7,3,2,2,3,2,2,9,6,0,3,2,3,2
Bryan Fogarty,NJ,D,5,8,3,3,1,3,2,2,9,6,1,3,2,2,1
J.J. Daigneault,NYI,F,77,9,4,4,5,3,4,0,9,9,5,4,1,4,0
Lyle Odelein,NYI,F,20,6,3,3,3,3,4,2,9,9,3,4,4,3,3
Peter Popovic,NYI,F,24,4,2,2,2,4,3,3,9,7,2,4,2,3,3
Chris Terreri,NYI,F,39,8,3,2,3,2,4,3,10,6,2,3,4,2,2
Martin Brodeur,NYI,F,10,8,3,2,2,1,1,3,3,6,3,1,5,2,4
Alexnder Semak,NYI,F,33,7,4,5,4,3,3,1,9,6,4,4,1,4,3
Bernie Nicholls,NYI,F,18,4,3,3,3,4,2,2,10,6,4,3,0,2,2
Corey Millen,NYI,F,27,9,3,2,4,1,4,0,9,6,5,4,4,2,1
Bob Carpenter,NYI,F,8,8,1,1,1,1,2,3,7,5,0,1,4,1,4
Jim Dowd,NYI,F,25,6,4,4,3,2,2,1,2,6,2,4,5,3,2
Valeri Zelepukin,NYI,F,32,6,4,4,4,3,4,4,9,7,4,4,2,3,4
Bobby Holik,NYI,F,15,11,2,2,2,3,1,3,6,6,4,2,1,2,3
Randy McKay,NYI,F,26,8,3,2,3,4,2,4,2,4,2,4,1,4,4
Tom Chorske,NYI,F,12,8,2,2,0,1,1,3,10,5,1,2,4,1,5
Mike Peluso,NYI,F,17,6,3,2,2,1,2,1,5,6,2,2,4,2,1
Claude Lemieux,NYI,D,23,10,4,3,4,3,4,2,9,6,2,4,3,3,3
Bill Guerin,NYI,D,11,7,4,3,2,3,3,4,9,6,1,2,2,3,4
John MacLean,NYI,D,4,14,3,2,3,3,4,2,6,6,2,4,1,3,2
Stephane Richer,NYI,D,28,8,3,3,4,2,4,2,9,6,1,4,1,3,2
Jason Smith,NYI,D,7,8,2,2,2,4,3,3,9,6,2,4,1,3,3
Scott Stevens,NYI,D,37,10,1,1,2,1,2,2,7,4,1,1,1,1,3
Vachslav Fetisov,NYI,D,47,9,4,2,0,2,3,3,5,7,1,2,5,1,5
Bruce Driver,NYR,F,11,9,5,4,4,3,3,4,9,9,3,4,2,5,3
Scott Niedrmayer,NYR,F,13,6,4,3,3,5,3,4,13,6,4,6,2,3,2
Ken Daneyko,NYR,F,14,8,4,3,3,5,2,4,11,6,2,5,2,2,3
Tommy Albelin,NYR,F,27,7,6,5,4,2,5,2,11,12,4,3,4,3,3
Jaroslav Modry,NYR,F,12,9,3,3,3,3,4,2,10,6,3,3,4,4,2
Ron Hextall,NYR,F,9,9,4,4,4,3,3,5,13,7,3,4,5,3,5
Jamie McLennan,NYR,F,19,8,2,2,2,2,2,3,11,5,4,3,4,1,5
