Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Tony Granato,ITA,F,21,6,4,5,4,4,3,3,8,9,4,5,3,3,4
Alexei Kovalev,ITA,F,27,7,6,5,4,3,5,2,3,15,5,4,3,5,1
Paul Ysebaert,ITA,F,15,7,4,4,3,4,3,2,5,7,3,3,4,4,1
Keith Primeau,ITA,F,55,11,2,4,4,3,4,3,3,7,5,9,3,3,5
Marty McInnis,ITA,F,18,4,3,5,3,4,2,2,4,7,3,11,3,2,1
Scott Niedrmayer,ITA,D,27,9,4,5,4,3,3,2,5,10,2,9,5,4,2
Calle Johansson,ITA,D,6,9,4,4,4,4,3,2,5,7,2,10,4,4,1
Garry Galley,ITA,D,3,7,3,3,3,4,2,3,5,7,1,14,5,4,1
Grant Ledyard,ITA,D,12,9,4,3,3,3,2,3,7,7,2,13,4,3,1
Doug Gilmour,KOL,F,93,4,5,4,5,5,4,4,11,12,4,6,0,4,3
Jaromir Jagr,KOL,F,68,10,5,4,5,3,4,4,11,12,3,6,1,5,2
Joe Nieuwendyk,KOL,F,25,8,4,3,5,3,4,3,7,9,5,4,3,4,2
Trevor Linden,KOL,F,16,9,3,3,4,4,4,3,12,10,4,4,3,4,2
Vachslav Kozlov,KOL,F,13,5,4,3,4,2,3,1,11,9,4,3,5,3,2
Josef Beranek,KOL,F,42,6,3,3,4,3,3,1,9,9,4,3,4,3,3
Vladimir Malakhov,KOL,D,23,10,4,3,4,3,4,2,9,6,2,4,3,3,3
Richard Smehlik,KOL,D,42,10,3,2,3,4,4,3,13,6,3,3,3,3,2
Garth Butcher,KOL,D,55,9,2,3,1,4,2,5,6,8,1,4,3,3,5
Vachslav Fetisov,KOL,D,2,11,4,2,1,3,2,2,9,3,1,3,1,3,3
Doug Gilmour,NBK,F,93,4,5,5,5,5,4,3,3,10,3,6,5,4,2
Trevor Linden,NBK,F,16,9,3,4,4,4,4,4,0,10,4,6,3,4,6
Jaromir Jagr,NBK,F,68,10,5,4,6,4,4,4,5,15,5,6,5,5,1
Joe Nieuwendyk,NBK,F,25,8,4,3,5,3,4,3,7,9,5,5,3,4,2
Vachslav Kozlov,NBK,F,13,5,4,3,4,2,3,1,3,10,4,11,2,3,1
Jeff Friesen,NBK,F,39,6,3,4,4,2,3,2,5,10,4,9,2,4,1
Vladimir Malakhov,NBK,D,38,10,4,3,4,3,4,2,5,7,2,12,3,3,1
Richard Smehlik,NBK,D,42,10,3,2,3,4,4,3,3,7,2,14,3,3,8
Kenny Jonsson,NBK,D,19,7,4,4,3,3,4,3,5,7,2,11,4,3,2
Vachslav Fetisov,NBK,D,44,10,3,3,3,3,3,2,5,7,2,15,4,3,1
Wayne Gretzky,MGG,F,99,4,6,4,6,4,4,1,5,15,4,5,5,6,1
Russ Courtnall,MGG,F,9,6,5,6,4,3,4,2,4,7,3,5,3,4,1
Corey Millen,MGG,F,6,4,3,5,4,2,3,1,8,7,3,12,4,3,1
Dave Andreychuk,MGG,F,14,11,3,3,5,3,4,3,4,7,5,10,2,3,1
Neal Broten,MGG,F,9,4,3,3,3,5,3,2,7,10,2,11,4,4,2
Tom Chorske,MGG,F,17,9,4,5,2,3,2,3,4,7,2,13,3,2,3
Ulf Samuelsson,MGG,D,5,8,4,5,2,4,3,5,5,7,0,12,5,3,4
Steve Chiasson,MGG,D,21,9,3,4,4,4,4,3,5,7,2,11,4,4,1
Tom Pederson,MGG,D,41,4,4,4,3,2,3,2,4,7,2,13,4,3,3
Jamie Macoun,MGG,D,34,8,3,3,2,4,4,4,5,4,1,15,2,4,8
Cliff Ronning,MUL,F,7,5,5,5,4,3,2,1,9,12,3,3,1,4,1
Robert Reichel,MUL,F,26,6,4,5,4,3,5,2,13,9,4,5,3,4,2
Paul Ranheim,MUL,F,28,8,5,5,3,2,3,1,4,7,2,13,1,3,1
Alexei Zhamnov,MUL,F,10,7,5,4,5,4,5,2,5,13,5,4,4,5,1
Patrick Poulin,MUL,F,44,10,3,4,3,2,4,3,3,7,3,12,2,3,9
Todd Marchant,MUL,F,22,7,5,5,3,2,3,1,5,7,4,11,3,3,1
Paul Coffey,MUL,D,77,9,6,5,5,3,5,2,7,13,2,5,5,6,2
Bret Hedican,MUL,D,3,8,5,6,2,2,2,2,5,4,2,14,3,3,1
John Gruden,MUL,D,36,6,3,2,2,3,3,3,3,4,3,15,2,4,2
Gerald Diduck,MUL,D,4,9,4,4,1,3,2,4,8,7,1,3,2,3,4
Brian Rolston,ORL,F,14,6,4,4,3,2,3,2,7,10,5,7,4,3,1
Owen Nolan,ORL,F,11,8,3,4,4,2,5,4,6,7,5,7,2,3,10
Teemu Selanne,ORL,F,8,6,5,6,5,2,5,2,4,13,4,5,2,4,1
Tony Amonte,ORL,F,10,6,4,5,4,3,4,1,3,7,3,9,5,3,1
Shawn McEachern,ORL,F,15,7,3,4,4,3,4,1,3,7,4,11,2,3,1
Stu Barnes,ORL,F,14,5,3,3,4,3,3,2,2,7,3,12,4,3,1
Mathieu Schneider,ORL,D,72,7,4,4,4,4,4,3,5,7,2,8,3,4,4
Nicklas Lidstrom,ORL,D,5,5,4,3,4,5,4,2,3,7,2,11,5,4,1
Derian Hatcher,ORL,D,2,9,3,2,2,3,4,4,7,7,3,11,3,4,9
Stephane Quintal,ORL,D,4,11,2,2,2,4,4,4,4,4,4,11,3,3,6
Bill Guerin,PEN,F,12,9,3,5,3,3,5,3,2,4,5,10,2,2,9
Joe Juneau,PEN,F,90,5,4,6,5,3,3,1,4,13,3,4,6,5,1
Ulf Dahlen,PEN,F,22,8,4,3,4,3,4,3,11,9,5,6,3,4,0
Yuri Khmylev,PEN,F,13,7,4,3,4,4,4,3,6,9,4,4,3,3,2
Joe Mullen,PEN,F,7,6,4,3,4,3,3,3,10,6,5,9,4,3,1
Kevin Dineen,PEN,F,11,7,4,4,3,4,3,2,6,7,3,11,1,3,2
Jeff Brown,PEN,D,2,9,4,4,4,4,5,2,8,7,3,8,3,4,1
Darius Kasparitis,PEN,D,23,7,4,4,2,3,3,5,7,7,2,12,3,3,8
Sylvain Cote,PEN,D,3,6,4,3,3,4,3,3,2,7,2,12,5,3,3
J.J. Daigneault,PEN,D,48,6,4,3,3,3,2,1,7,7,2,15,4,3,1
Peter Forsberg,PIT,F,21,6,4,4,4,3,3,2,3,10,3,7,5,6,1
Steve Yzerman,PIT,F,19,6,5,5,5,4,4,1,6,13,3,5,5,5,1
Kevin Stevens,PIT,F,25,11,3,3,5,2,5,3,5,7,5,8,2,4,10
Ian Laperriere,PIT,F,22,6,4,3,3,2,3,2,4,10,4,11,4,4,3
Dale Hunter,PIT,F,32,8,2,2,4,5,3,4,5,7,4,10,4,4,10
Pavol Demitra,PIT,F,78,6,3,3,2,4,3,1,5,7,2,15,2,3,1
Curtis Leschyshyn,PIT,D,7,9,3,4,3,4,2,3,7,7,3,12,4,3,1
Adam Burt,PIT,D,6,7,3,3,2,4,4,4,9,4,2,14,3,3,8
Bob Rouse,PIT,D,3,10,3,3,1,4,4,4,10,4,2,15,2,2,4
Michel Petit,PIT,D,24,8,3,3,3,3,3,3,6,7,2,13,4,3,4
Sergei Makarov,REN,F,24,6,5,4,4,3,3,1,11,9,6,3,2,5,2
Shayne Corson,REN,F,9,9,3,3,4,4,4,4,7,7,3,9,3,3,6
Mike Gartner,REN,F,11,7,5,5,4,2,5,2,4,7,4,8,1,4,1
Martin Straka,REN,F,82,5,3,4,4,2,3,1,5,10,3,11,4,4,1
John Leclair,REN,F,10,11,3,4,4,3,5,4,5,9,5,6,2,3,3
Valeri Bure,REN,F,18,3,4,4,4,2,4,0,4,7,2,11,3,3,1
Eric Desjardins,REN,D,37,9,4,3,3,5,4,4,6,7,3,9,3,3,1
Zarley Zalapski,REN,D,33,10,5,5,4,3,4,3,5,10,2,8,4,3,1
Darryl Sydor,REN,D,25,9,4,3,3,2,3,3,5,7,2,14,4,3,1
Geoff Smith,REN,D,25,9,4,3,2,4,2,3,5,7,2,12,4,2,5
Mario Lemieux,RIC,F,66,10,5,5,6,3,5,2,4,12,6,6,1,6,2
Vincent Damphousse,RIC,F,25,6,4,5,5,2,4,1,13,12,5,4,2,4,2
Alexei Yashin,RIC,F,19,9,5,5,5,2,4,2,2,13,4,3,3,5,1
Robert Lang,RIC,F,13,6,3,3,3,3,2,1,4,7,3,14,5,4,1
Bernie Nicholls,RIC,F,92,6,3,3,5,4,3,2,6,10,4,7,4,5,2
Brian Skrudland,RIC,F,20,8,4,3,2,5,2,4,7,7,3,11,4,3,5
Alexei Zhitnik,RIC,D,44,6,5,5,4,3,3,3,7,10,2,7,5,4,1
Alexei Gusarov,RIC,D,5,6,3,3,3,4,3,2,5,7,2,13,4,3,1
Dimitri Yushkevich,RIC,D,2,7,5,4,3,4,4,3,2,7,2,10,4,3,2
Frank Musil,RIC,D,3,9,3,4,2,4,3,3,9,4,1,14,4,2,2
Geoff Courtnall,SV,F,14,7,5,5,4,4,5,1,5,7,3,6,2,4,4
Craig Janney,SV,F,15,7,4,4,5,4,3,1,5,13,3,6,6,6,1
Alexander Mogilny,SV,F,89,7,6,6,6,3,5,1,5,13,4,4,2,5,1
Mike Keane,SV,F,12,5,3,4,3,4,2,4,4,7,3,10,2,3,4
Doug Weight,SV,F,39,6,3,3,4,3,3,2,3,10,2,11,5,4,1
Craig MacTavish,SV,F,14,8,3,3,3,5,2,4,5,7,2,12,3,3,3
Rob Blake,SV,D,4,10,4,5,4,4,4,4,10,10,2,4,3,4,4
Jyrki Lumme,SV,D,21,7,5,4,4,4,2,1,3,7,1,11,5,4,1
Todd Gill,SV,D,23,6,3,3,3,3,2,3,9,7,2,15,5,3,3
Mark Howe,SV,D,4,6,3,2,3,4,4,2,11,7,1,12,6,5,2
Brian Bradley,SUM,F,19,4,4,4,4,3,4,2,4,7,3,9,3,4,2
Joe Murphy,SUM,F,17,7,4,6,4,3,4,3,3,7,4,6,3,4,2
Pavel Bure,SUM,F,10,5,6,6,6,3,5,1,3,13,5,4,2,5,1
Darren Turcotte,SUM,F,89,6,4,6,4,3,5,1,9,7,3,9,2,3,1
Tie Domi,SUM,F,8,9,2,3,3,2,3,4,2,7,2,15,3,2,11
Dean McAmmond,SUM,F,37,7,3,5,2,3,3,2,3,4,2,15,4,2,1
Jeff Norton,SUM,D,5,6,5,5,4,3,2,1,7,7,2,11,5,4,1
Al MacInnis,SUM,D,2,8,4,5,4,4,6,3,6,7,2,8,2,4,2
Doug Zmolek,SUM,D,5,8,4,3,2,3,2,3,3,7,1,15,3,4,8
Dmitri Mironov,SUM,D,15,7,3,3,4,3,3,1,4,7,2,14,4,4,2
Mike Ridley,SUN,F,7,9,4,4,4,3,3,2,3,7,4,9,5,4,1
Joe Sakic,SUN,F,19,6,4,4,6,4,4,2,5,13,5,5,4,6,1
Valeri Zelepukin,SUN,F,25,6,4,4,4,4,3,1,7,10,4,8,4,3,1
Nelson Emerson,SUN,F,19,4,4,5,4,3,4,2,2,10,4,7,4,4,2
German Titov,SUN,F,6,5,5,3,4,3,3,2,5,9,3,4,0,4,1
Joel Otto,SUN,F,29,11,3,2,2,5,3,5,4,4,3,14,4,2,6
Roman Hamrlik,SUN,D,44,7,3,3,3,3,3,4,5,7,3,13,2,3,5
Ray Bourque,SUN,D,77,10,5,4,6,5,5,4,3,15,5,6,4,5,1
Frantsek Kucera,SUN,D,4,9,4,3,3,4,3,2,6,7,2,13,3,3,3
Doug Bodger,SUN,D,8,10,4,3,3,4,2,2,7,7,1,15,5,3,1
Esa Tikkanen,SHC,F,10,9,5,4,3,4,5,4,10,9,2,5,4,4,4
Dino Ciccarelli,SHC,F,22,5,5,3,5,2,5,2,4,7,5,8,3,4,9
John Cullen,SHC,F,11,7,4,3,4,3,3,2,6,7,4,10,5,4,9
Mike Ricci,SHC,F,9,7,4,3,4,4,3,4,5,7,4,7,3,4,6
Kelly Miller,SHC,F,10,8,4,4,3,4,3,2,3,7,3,10,5,4,2
Bobby Holik,SHC,F,16,10,2,3,2,3,5,3,2,4,3,15,3,2,2
Al Iafrate,SHC,D,43,11,4,3,4,4,6,4,11,7,2,7,2,4,3
Kevin Hatcher,SHC,D,4,11,3,3,4,4,4,5,4,7,2,9,2,4,6
Dave Ellett,SHC,D,4,9,5,4,4,3,4,3,5,7,2,8,4,4,2
Tom Kurvers,SHC,D,28,8,3,3,4,2,4,2,9,6,1,15,1,3,2
Petr Klima,TAI,F,85,7,5,6,4,1,4,1,4,10,4,8,2,3,1
Peter Bondra,TAI,F,12,6,4,6,4,3,4,1,5,10,5,4,2,4,1
Dimitri Khristich,TAI,F,8,7,3,4,4,4,4,3,4,7,4,8,3,4,2
Ray Whitney,TAI,F,14,4,2,3,3,3,3,1,4,7,4,14,4,3,1
Paul Kariya,TAI,F,9,4,4,5,4,2,3,2,3,10,4,6,4,4,2
Kirk Muller,TAI,F,11,9,4,4,4,4,4,3,3,7,3,7,5,4,3
Sergei Zubov,TAI,D,21,7,5,5,5,4,4,3,4,13,2,3,5,5,1
Steve Duchesne,TAI,D,28,8,4,4,5,4,4,1,5,7,2,9,4,4,1
Marc Bergevin,TAI,D,25,6,3,3,2,4,2,4,5,4,2,15,3,2,3
Don Sweeney,TAI,D,32,4,4,3,3,4,3,4,5,7,1,12,4,4,2
Eric Lindros,TB,F,88,12,4,5,6,5,6,6,6,13,6,5,2,6,10
Pat LaFontaine,TB,F,16,5,5,5,6,4,4,2,8,10,4,4,4,5,2
Claude Lemieux,TB,F,22,11,3,4,3,4,4,4,4,7,4,6,3,3,9
Petr Nedved,TB,F,10,5,4,5,4,2,4,1,5,7,5,6,4,4,1
Zigmund Palffy,TB,F,68,4,4,4,3,3,2,1,5,7,4,6,4,4,1
Rod BrindAmour,TB,F,17,9,4,4,4,4,4,3,3,7,4,6,5,5,2
Teppo Numminen,TB,D,27,7,5,4,4,5,3,2,6,7,2,4,5,4,1
Yves Racine,TB,D,29,6,4,4,3,4,4,4,7,7,3,5,4,3,2
Eric Weinrich,TB,D,2,10,3,4,3,4,3,3,7,8,4,6,3,4,1
Sandis Ozolinsh,TB,D,6,7,4,6,4,3,5,2,3,7,4,4,3,4,2
Ron Francis,TC,F,10,9,4,3,5,5,3,4,3,10,3,5,5,5,1
Dallas Drake,TC,F,18,4,4,5,3,3,3,2,5,7,3,12,4,3,2
Mike Modano,TC,F,9,7,5,6,6,4,5,2,5,10,4,5,3,4,1
Michael Nylander,TC,F,92,5,4,4,4,2,3,2,5,7,2,11,5,4,1
Dave Gagner,TC,F,15,6,4,4,4,3,3,2,5,7,4,9,2,4,2
Ray Ferraro,TC,F,20,6,3,4,4,3,4,2,7,7,4,10,2,3,3
Glen Wesley,TC,D,20,8,5,4,4,4,3,3,5,10,2,7,4,3,1
Oleg Tverdovsky,TC,D,10,5,4,4,4,2,3,2,7,10,2,10,5,4,1
Mark Tinordi,TC,D,24,9,3,3,3,4,4,5,5,7,2,11,4,2,6
Alex Karpotsev,TC,D,25,6,3,3,3,3,2,3,4,7,2,14,3,3,2
Scott Young,THB,F,48,7,3,5,3,4,5,2,8,6,3,3,4,3,1
Keith Tkachuk,THB,F,7,9,3,4,4,4,4,5,1,7,4,7,2,4,9
Gary Roberts,THB,F,10,7,3,5,5,4,4,4,11,7,5,5,3,4,11
Steve Thomas,THB,F,32,6,4,4,4,3,5,4,5,7,4,6,2,3,10
Adam Deadmarsh,THB,F,18,7,3,3,4,3,3,3,4,7,4,10,4,4,3
Mariusz Czerkawski,THB,F,19,7,2,3,4,2,2,1,2,10,3,14,3,3,1
Steve Smith,THB,D,5,11,4,4,3,5,3,4,7,4,2,10,2,4,5
Petr Svoboda,THB,D,23,5,4,4,2,4,3,3,9,4,1,15,5,3,4
Philippe Boucher,THB,D,26,7,3,3,3,2,3,2,6,7,2,14,4,4,1
Janne Laukkanen,THB,D,22,5,3,3,3,3,2,1,5,7,2,14,4,3,1
