Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Olaf Kolzig,PNS,G,37,11,5,4,4,4,5,0,0,0,0,5,5,4,5
Curtis Sanford,PNS,G,1,5,4,4,0,2,4,0,1,0,0,4,3,3,4
Martin Gerber,PIT,G,29,7,4,2,1,5,6,0,1,0,0,3,3,3,3
Dwayne Roloson,PIT,G,30,7,4,6,3,3,5,0,0,0,0,5,5,4,5
Johan Hedberg,PRO,G,1,7,4,4,3,3,5,0,0,0,0,4,4,4,4
Tim Thomas,PRO,G,70,7,4,3,0,2,2,0,1,0,0,3,3,3,3
Cristobal Huet,REN,G,35,8,5,3,0,4,4,0,1,0,0,4,4,4,4
Manny Legace,REN,G,34,3,5,6,3,4,4,0,1,0,0,4,3,4,3
Nikolai Khabibulin,RIC,G,35,7,5,5,4,4,5,0,1,0,0,6,6,6,6
Milan Hnilicka,RIC,G,33,6,3,4,3,3,4,0,0,0,0,4,4,4,4
Manny Fernandez,ROM,G,35,6,5,5,3,4,4,0,1,0,0,4,4,4,4
Jussi Markkanen,ROM,G,30,8,4,4,3,3,4,0,0,0,0,3,4,3,4
Curtis Joseph,SAG,G,31,6,5,5,6,5,4,0,0,0,0,5,5,5,5
Corey Schwab,SAG,G,35,5,3,4,4,3,3,0,0,0,0,3,3,3,3
Toms Vokoun,SDM,G,29,6,5,4,1,4,5,0,0,0,0,4,5,5,4
Ryan Miller,SDM,G,30,3,6,4,0,2,3,0,1,0,0,4,3,3,4
Mike Richter,SOV,G,35,6,5,6,4,4,5,0,0,0,0,5,5,5,5
David Aebischer,SOV,G,1,4,4,4,3,4,3,0,0,0,0,3,3,3,3
Jean-Sebastien Giguere,SVF,G,35,8,5,5,3,6,4,0,1,0,0,4,4,4,4
Reinhard Divis,SVF,G,30,0,4,4,2,2,4,0,0,0,0,4,4,4,4
Andrew Raycroft,SUM,G,1,5,5,4,0,2,5,0,1,0,0,5,4,4,5
Dan Blackburn,SUM,G,43,3,4,5,5,4,4,0,1,0,0,4,4,4,4
Ed Belfour,SUN,G,20,7,5,4,4,4,5,0,0,0,0,5,5,5,5
Craig Billington,SUN,G,1,4,4,4,2,4,2,0,0,0,0,2,2,3,3
Patrick Roy,TAI,G,33,6,5,4,4,5,5,0,0,0,0,5,5,5,5
Vesa Toskala,TAI,G,29,0,4,5,4,3,5,0,0,0,0,4,4,4,4
Jocelyn Thibault,TEG,G,41,4,4,5,2,4,4,0,1,0,0,4,4,4,4
Jeff Hackett,TEG,G,30,7,3,4,3,3,3,0,0,0,0,3,3,3,3
Brian Boucher,TBP,G,33,8,4,5,4,4,3,0,1,0,0,4,4,4,4
Mika Noronen,TBP,G,36,7,4,4,3,3,4,0,0,0,0,4,4,4,4
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
