Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Rhett Warrener,BAY,D,4,8,4,4,2,4,4,4,0,10,5,5,4,4,5
Aaron Ward,BAY,D,44,11,4,5,2,3,4,5,0,7,4,4,4,4,4
Jason Doig,BAY,D,25,9,5,5,2,2,3,4,1,8,4,3,4,4,4
Wade Redden,BAY,D,6,8,5,5,4,3,5,5,1,9,5,5,4,5,5
Dallas Drake,CDA,F,7,6,5,5,3,3,3,3,1,8,4,4,5,3,4
Brian Holzinger,CDA,F,47,6,5,5,2,2,5,4,0,8,5,4,4,5,4
Darcy Tucker,CDA,F,40,5,5,4,3,3,4,4,1,9,4,5,5,5,5
Jere Lehtinen,CDA,F,3,7,4,4,5,4,4,4,0,10,5,5,3,5,5
Joe Thornton,CDA,F,8,10,5,5,6,3,5,5,1,12,5,5,5,5,5
Miroslav Satan,CDA,F,28,6,5,5,5,3,5,3,1,10,5,5,4,5,4
Nicklas Lidstrom,CDA,D,21,6,5,5,4,5,4,4,1,8,5,6,3,5,4
Darryl Sydor,CDA,D,3,6,4,3,3,4,4,4,1,9,5,5,3,5,4
Alexei Gusarov,CDA,D,29,5,5,5,3,5,4,4,1,8,5,3,3,4,4
Anders Eriksson,CDA,D,25,10,5,4,2,3,3,4,1,7,5,4,4,5,4
Patrik Elias,DIN,F,35,6,5,5,5,3,5,4,1,9,5,5,4,5,5
Cory Stillman,DIN,F,24,6,5,5,5,2,5,4,1,8,5,5,4,5,4
Brad Richards,DIN,F,2,3,4,4,5,2,5,3,1,8,5,5,3,5,4
Mats Sundin,DIN,F,13,11,5,5,5,4,5,4,0,10,5,5,4,5,4
Andrei Kovalenko,DIN,F,55,9,5,4,4,3,5,4,1,7,5,5,3,3,3
PJ Axelsson,DIN,F,3,4,5,5,3,4,3,4,1,6,5,4,3,4,4
Vladimir Malakhov,DIN,D,33,10,5,5,3,4,4,4,1,7,5,4,3,5,4
Aaron Miller,DIN,D,23,7,5,4,2,3,4,5,0,9,5,4,5,4,5
Colin White,DIN,D,15,5,5,5,3,3,3,5,0,9,4,4,5,4,5
J.J. Daigneault,DIN,D,8,6,5,5,3,4,4,4,1,7,3,3,3,4,4
Stephane Matteau,HAM,F,2,10,5,5,2,5,5,4,1,5,5,3,5,4,4
Brendan Shanahan,HAM,F,25,9,5,5,5,3,5,4,0,10,5,5,5,5,5
John LeClair,HAM,F,38,11,5,5,4,3,5,4,1,10,5,5,3,4,4
Aleksey Morozov,HAM,F,21,6,5,5,4,2,3,3,1,8,5,3,3,4,4
Alexei Kovalev,HAM,F,11,9,6,5,5,1,5,4,1,11,5,5,4,5,5
Petr Tenkrat,HAM,F,7,4,4,5,2,2,3,4,0,11,5,4,3,4,4
Kimmo Timonen,HAM,D,37,5,5,5,4,4,5,4,1,8,5,4,3,4,4
Brad Stuart,HAM,D,17,9,4,4,3,3,4,4,1,7,5,4,4,4,4
Todd Gill,HAM,D,18,4,5,5,2,4,4,4,1,7,4,4,4,4,4
Jason Smith,HAM,D,11,8,5,5,2,5,4,5,0,7,5,5,5,4,5
Eric Lindros,HIG,F,88,12,5,4,4,3,5,5,0,10,5,5,5,5,4
Taylor Pyatt,HIG,F,41,8,3,3,3,3,3,4,0,5,4,3,3,3,4
Claude Lemieux,HIG,F,11,9,4,5,4,2,4,4,0,7,5,5,5,5,4
Milan Hejduk,HIG,F,23,3,5,5,5,3,4,3,0,10,5,5,3,5,4
Steve Thomas,HIG,F,7,5,4,4,3,2,4,5,1,9,4,4,4,4,5
Daniel Sedin,HIG,F,22,6,4,4,3,3,4,3,1,11,3,4,2,3,1
Rostislav Klesla,HIG,D,19,7,3,3,3,4,4,3,0,3,2,4,4,4,4
Kyle McLaren,HIG,D,8,9,3,3,2,4,3,5,1,9,3,5,3,3,4
Eric Desjardins,HIG,D,37,7,5,5,4,4,4,3,0,7,5,5,4,5,5
Sandis Ozolinsh,HIG,D,4,8,5,4,5,3,5,4,1,9,5,5,4,5,4
Jarome Iginla,HOT,F,12,8,5,5,5,3,5,5,0,9,5,5,5,5,4
Daniel Briere,HOT,F,48,5,5,5,4,2,3,3,0,10,5,4,3,4,4
Richard Zednik,HOT,F,20,7,5,5,4,3,3,5,1,8,5,5,4,4,4
Chris Gratton,HOT,F,77,9,5,5,3,3,4,5,1,8,5,4,5,4,4
Alexandre Daigle,HOT,F,91,7,5,5,4,3,5,3,1,10,4,4,3,5,4
Steve Rucchin,HOT,F,17,9,4,5,4,3,4,4,1,7,4,4,3,4,5
Sheldon Souray,HOT,D,44,11,4,4,4,4,5,3,1,7,5,4,5,4,4
Craig Rivet,HOT,D,52,7,5,5,3,3,4,4,0,8,4,4,4,4,4
Alexander Khavanov,HOT,D,4,6,4,4,3,3,2,3,1,8,3,4,4,4,4
Sylvain Cote,HOT,D,3,6,5,4,2,4,4,4,0,7,5,4,4,4,4
Jeff Friesen,SPG,F,93,7,5,4,4,3,4,4,1,10,3,4,4,4,5
Radek Bonk,SPG,F,17,10,5,3,4,3,4,4,1,10,5,5,3,5,5
Petr Nedved,SPG,F,19,6,5,5,4,3,4,1,1,8,4,5,4,5,4
Ryan Smyth,SPG,F,10,6,5,5,4,3,4,4,0,10,5,5,4,5,4
Mark Messier,SPG,F,8,7,5,5,4,3,4,3,0,10,5,5,4,5,4
Radek Dvorak,SPG,F,53,6,5,5,4,2,5,3,0,8,5,5,3,5,4
Brian Leetch,SPG,D,4,6,5,5,4,3,5,4,1,11,4,4,3,5,3
Dmitri Mironov,SPG,D,22,11,3,4,2,4,5,4,0,6,5,3,4,4,4
Jeff Norton,SPG,D,36,7,5,5,3,5,3,3,1,10,3,4,3,4,4
Bill Houlder,SPG,D,17,9,4,4,1,3,4,4,1,8,5,5,4,4,4
Travis Green,ITA,F,44,7,5,5,3,2,4,4,0,8,4,5,4,4,4
Dan Cleary,ITA,F,24,7,5,5,3,4,4,4,1,8,5,4,4,4,4
Martin Gelinas,ITA,F,29,6,5,5,4,2,5,4,1,7,5,5,3,5,5
Valeri Kamensky,ITA,F,20,7,5,5,3,4,5,3,0,8,5,5,3,4,4
Jon Sim,ITA,F,19,4,5,5,2,1,5,3,1,8,4,4,4,4,4
Sergei Berezin,ITA,F,1,7,5,5,3,2,5,3,0,9,5,5,3,4,3
Andy Sutton,ITA,D,39,13,4,4,2,3,4,5,1,8,4,4,5,4,4
Radoslav Suchy,ITA,D,37,6,5,5,1,3,3,4,0,9,4,3,3,4,4
Steve Duchesne,ITA,D,25,6,5,5,3,3,5,4,0,7,4,4,4,3,4
Derek Morris,ITA,D,6,7,5,5,5,4,4,4,0,8,5,5,5,5,5
Zigmund Palffy,MHA,F,33,5,5,5,5,3,5,3,1,11,5,5,3,5,4
Brett Hull,MHA,F,17,7,4,4,5,4,5,3,0,12,5,5,3,5,4
Jeremy Roenick,MHA,F,97,8,5,5,4,4,5,5,0,11,5,5,5,5,4
Daniel Snyder,MHA,F,37,5,5,5,3,3,4,3,0,8,4,3,4,4,3
Bob Probert,MHA,F,24,10,4,4,3,1,4,5,1,5,5,3,5,4,4
Adam Graves,MHA,F,9,8,5,4,4,3,5,5,1,7,5,5,5,4,4
Phil Housley,MHA,D,6,5,5,5,5,3,4,3,1,12,5,4,3,5,4
Luke Richardson,MHA,D,22,9,4,4,3,3,3,3,1,8,3,5,5,4,5
Dave Manson,MHA,D,4,10,4,4,3,3,3,4,1,7,4,4,5,4,5
Bryan Marchment,MHA,D,27,8,4,4,2,2,4,5,1,7,5,4,5,4,5
Bill Muckalt,MHT,F,99,6,5,5,2,2,4,4,0,7,5,4,4,4,4
Jason Ward,MHT,F,17,6,5,5,3,3,3,4,1,9,4,3,4,4,4
Shawn Horcoff,MHT,F,10,8,4,3,2,4,0,1,1,9,4,2,1,3,1
Marco Sturm,MHT,F,19,7,5,5,4,3,4,3,1,7,5,5,3,4,4
Sergei Fedorov,MHT,F,91,7,5,5,5,4,5,4,1,13,5,5,4,5,5
Mark Mowers,MHT,F,18,6,5,5,3,3,4,3,0,7,4,3,3,4,4
Patrice Brisebois,MHT,D,43,8,5,4,3,4,4,4,0,7,5,5,3,5,4
Bret Hedican,MHT,D,4,7,5,5,3,1,4,5,1,7,5,5,4,5,4
Jamie Heward,MHT,D,6,5,5,5,1,1,5,3,0,8,5,4,3,4,4
Petteri Nummelin,MHT,D,33,7,5,5,2,2,3,3,0,8,5,4,3,4,3
Nelson Emerson,MGG,F,19,5,5,5,3,3,3,3,0,10,5,4,4,4,4
Jason Blake,MGG,F,55,5,5,5,1,4,0,2,1,7,2,3,2,2,3
Matt Cullen,MGG,F,16,6,5,5,3,4,3,4,1,7,5,4,3,5,4
Maxim Afinogenov,MGG,F,61,6,5,4,3,2,2,3,1,9,3,4,3,3,4
Patrick Marleau,MGG,F,12,8,5,5,4,2,5,4,1,9,5,5,3,4,4
Mikael Renberg,MGG,F,19,9,5,5,4,3,3,3,1,10,5,4,3,5,4
Nathan Dempsey,MGG,D,43,2,4,4,4,4,4,3,1,10,4,4,3,4,4
Cory Sarich,MGG,D,21,4,5,5,2,3,4,5,1,10,4,4,5,4,4
Chris Phillips,MGG,D,4,9,5,5,3,3,4,5,1,7,5,5,5,4,5
Scott Walker,MGG,D,24,5,4,4,2,3,5,4,0,8,5,5,4,5,5
Doug Gilmour,NBK,F,93,4,5,5,4,3,3,3,1,11,4,5,4,5,4
Trevor Linden,NBK,F,16,10,4,4,4,3,4,4,0,9,5,5,4,5,5
Jaromir Jagr,NBK,F,68,11,6,5,6,3,5,3,1,10,5,5,4,5,4
Marty McInnis,NBK,F,10,6,4,5,3,4,3,4,0,7,4,3,4,4,4
Jonas Hoglund,NBK,F,14,9,5,5,3,3,5,4,0,9,5,5,3,4,3
Brendan Morrison,NBK,F,7,5,5,5,4,4,4,4,1,8,5,5,3,5,5
Toni Lydman,NBK,D,32,7,4,3,4,3,3,4,1,6,4,4,4,4,4
Scott Stevens,NBK,D,4,9,4,4,3,6,4,5,1,9,4,5,5,4,5
Kenny Jonsson,NBK,D,29,7,5,5,3,5,4,3,1,8,5,5,3,5,4
Mattias Norstrom,NBK,D,20,7,3,3,3,5,3,5,0,7,3,5,4,4,5
Tony Amonte,OCW,F,10,6,5,5,4,3,5,1,1,10,5,5,3,5,5
Adam Oates,OCW,F,77,5,5,4,5,4,5,3,0,11,4,5,3,5,5
Luc Robitaille,OCW,F,20,8,4,4,4,2,5,4,1,10,5,5,4,5,2
Scott Gomez,OCW,F,23,7,4,3,4,3,1,2,1,10,2,4,2,4,3
Manny Malhotra,OCW,F,26,8,5,5,2,4,4,4,1,7,4,4,5,4,4
Sergei Samsonov,OCW,F,14,5,5,6,5,2,3,3,0,8,5,5,3,5,2
Teppo Numminen,OCW,D,27,7,5,5,4,4,4,4,0,8,3,4,3,4,5
Chris Therien,OCW,D,6,12,5,5,3,4,3,5,1,8,5,4,5,5,5
Bryan Allen,OCW,D,5,9,3,3,2,4,4,5,0,3,3,4,3,4,4
Boris Mironov,OCW,D,2,10,4,4,4,4,4,5,0,7,5,5,4,5,4
Marian Hossa,PIT,F,18,6,5,5,5,4,5,4,1,9,5,5,4,5,5
Sergei Zholtok,PIT,F,33,6,5,5,4,3,3,3,0,8,5,4,3,3,4
Oleg Saprykin,PIT,F,19,4,5,5,3,3,3,3,0,8,5,4,4,4,4
Pavol Demitra,PIT,F,38,6,5,5,5,3,4,3,1,9,4,5,3,5,4
Magnus Arvedson,PIT,F,0,7,5,5,3,4,5,4,1,7,5,5,3,4,5
Martin Havlat,PIT,F,9,4,5,5,4,2,2,3,1,12,4,3,3,4,4
Gary Suter,PIT,D,20,8,5,4,4,4,5,4,1,8,4,5,4,4,5
Kristian Kudroc,PIT,D,11,11,5,5,2,2,4,4,1,9,5,4,5,4,4
Tomas Kaberle,PIT,D,15,7,4,5,4,4,5,4,1,8,4,4,3,5,3
Danny Markov,PIT,D,55,6,5,4,3,4,3,5,1,8,5,4,4,4,5
Jan Hrdina,PRO,F,91,7,5,5,4,2,5,3,0,7,4,5,3,4,4
Vaclav Prospal,PRO,F,55,6,4,5,4,4,3,4,1,7,4,4,3,4,4
Mike Modano,PRO,F,9,8,5,5,4,6,5,3,1,11,5,5,3,5,5
Andrew Cassels,PRO,F,13,5,5,4,4,3,5,3,1,12,4,5,4,5,4
Joe Nieuwendyk,PRO,F,27,8,5,5,4,4,4,3,1,12,2,4,3,4,4
Stu Barnes,PRO,F,37,5,4,4,3,3,4,3,0,8,5,5,3,5,3
Ruslan Salei,PRO,D,44,8,4,5,3,4,4,5,1,8,5,5,4,4,4
Brent Sopel,PRO,D,17,5,5,5,5,2,5,4,0,7,4,3,4,4,4
Brian Campbell,PRO,D,4,5,4,4,1,3,0,1,1,8,3,4,1,2,1
Travis Roche,PRO,D,39,6,5,5,2,1,3,4,1,8,4,3,3,4,4
Steve Sullivan,REN,F,26,2,5,5,3,3,5,4,0,8,5,4,4,5,5
Simon Gagne,REN,F,12,5,5,4,5,5,3,1,1,13,4,4,1,4,3
Robert Lang,REN,F,20,9,5,5,4,4,4,3,0,10,5,5,3,4,4
Keith Tkachuk,REN,F,7,10,4,4,5,4,5,4,1,11,5,3,5,5,4
Geoff Sanderson,REN,F,8,6,5,5,4,3,4,4,1,9,4,4,4,4,4
Craig Conroy,REN,F,22,6,5,5,3,3,5,5,0,7,4,4,4,4,5
Al MacInnis,REN,D,2,8,5,4,5,5,6,4,0,7,6,6,4,5,5
Brad Bombardir,REN,D,5,8,5,5,3,4,3,3,1,7,5,4,4,4,4
Pavel Kubina,REN,D,13,11,5,5,2,3,4,5,0,8,5,5,5,4,4
Yannick Tremblay,REN,D,38,5,4,4,3,4,4,3,0,7,3,4,4,4,4
Mario Lemieux,RIC,F,66,10,5,5,6,4,4,1,0,12,5,4,3,6,2
Andy McDonald,RIC,F,20,4,5,5,3,3,3,3,1,6,4,3,3,4,4
Alexei Yashin,RIC,F,79,10,5,5,5,3,5,3,0,10,5,5,3,5,4
J.P. Dumont,RIC,F,17,7,5,5,4,3,5,4,1,7,5,5,4,5,4
Joe Sakic,RIC,F,19,5,5,5,5,4,5,3,1,11,5,5,3,5,5
Mike Ribeiro,RIC,F,71,4,4,3,3,3,0,1,1,10,4,3,1,3,1
Alexei Zhitnik,RIC,D,44,8,5,5,4,4,4,5,1,8,5,5,4,5,4
Andreas Lilja,RIC,D,6,10,4,4,1,4,3,3,1,10,4,4,4,3,4
Bryan McCabe,RIC,D,24,8,5,4,2,4,4,5,1,8,4,5,5,4,5
Todd Simpson,RIC,D,2,9,3,4,2,4,3,5,1,8,4,3,5,4,4
Ron Francis,ROM,F,10,7,4,4,4,5,4,3,1,10,4,5,3,5,4
Shane Doan,ROM,F,19,9,4,4,5,4,4,5,0,9,5,5,5,5,4
Marc Savard,ROM,F,26,4,5,5,4,2,4,4,1,9,5,5,4,5,4
Bryan Smolinski,ROM,F,21,8,5,5,4,3,3,4,0,8,4,5,4,4,5
Rob Niedermayer,ROM,F,44,8,5,5,3,4,3,3,1,8,4,5,4,3,5
Daniel Alfredsson,ROM,F,11,7,4,5,5,4,3,4,0,10,5,5,3,5,2
Adam Foote,ROM,D,52,8,5,5,4,5,4,5,0,7,5,5,5,4,5
Willie Mitchell,ROM,D,2,8,4,3,2,4,3,4,1,7,4,3,5,3,4
Scott Niedermayer,ROM,D,27,7,5,5,3,5,4,4,1,9,5,5,4,5,5
Denis Gauthier,ROM,D,3,8,4,4,2,4,4,5,1,7,4,4,5,4,4
Rod Brind'Amour,SAG,F,17,7,5,5,5,4,4,5,1,9,5,5,5,5,5
Todd Bertuzzi,SAG,F,44,10,5,5,5,4,3,5,1,10,5,5,5,4,4
Joe Juneau,SAG,F,90,7,5,5,3,4,3,3,1,10,5,5,3,5,4
Ian Laperriere,SAG,F,22,7,5,4,2,5,5,5,0,7,4,3,5,4,5
Ray Whitney,SAG,F,14,4,3,4,5,2,4,3,0,7,5,5,3,5,4
Michael Nylander,SAG,F,92,6,4,5,4,2,5,3,1,8,5,5,3,5,4
Sergei Zubov,SAG,D,56,7,5,5,5,3,4,3,0,12,5,4,3,5,4
Mattias Timander,SAG,D,2,8,5,5,2,4,3,4,1,6,5,5,3,4,4
Joel Bouchard,SAG,D,39,7,5,5,3,3,3,4,1,7,3,5,4,4,4
Dan Boyle,SAG,D,23,3,4,5,3,5,1,2,0,10,2,5,2,3,3
Teemu Selanne,SDM,F,8,7,5,5,5,2,5,3,0,13,5,5,3,5,4
Martin Straka,SDM,F,82,4,5,5,4,3,5,4,1,10,3,5,3,4,3
Cliff Ronning,SDM,F,7,4,4,5,4,3,4,3,1,10,5,5,3,4,4
Jason Arnott,SDM,F,44,10,4,4,4,3,4,5,0,10,4,4,5,4,4
Owen Nolan,SDM,F,11,8,3,4,4,2,5,5,0,9,5,5,5,4,5
Nikolai Antropov,SDM,F,80,6,3,3,1,1,0,1,1,7,2,2,1,2,0
Chris Pronger,SDM,D,20,10,4,4,5,3,4,5,1,9,5,6,5,5,5
Brad Ference,SDM,D,45,7,5,5,3,3,3,4,0,7,5,3,5,4,4
Brendan Witt,SDM,D,19,10,4,3,2,4,3,5,1,10,4,4,5,4,5
Jason Woolley,SDM,D,5,7,3,4,3,3,4,4,1,7,5,5,3,5,4
Gary Roberts,KVK,F,7,6,4,4,4,3,4,5,1,10,5,5,5,4,5
Keith Primeau,KVK,F,25,10,5,5,4,3,5,5,1,7,4,5,5,4,4
Dave Scatchard,KVK,F,38,10,5,5,4,3,3,5,0,7,5,4,5,4,5
Glen Murray,KVK,F,27,10,4,4,4,3,5,3,0,7,5,5,3,5,4
Mark Recchi,KVK,F,8,5,5,4,4,3,3,5,1,9,4,5,3,4,4
Pascal Dupuis,KVK,F,11,7,4,5,4,4,3,3,1,8,4,3,4,3,3
Andrei Markov,KVK,D,79,5,4,4,3,4,3,4,1,6,4,4,3,4,3
Larry Murphy,KVK,D,55,9,5,4,3,5,4,3,0,10,5,4,3,5,4
Brian Rafalski,KVK,D,28,7,5,4,4,5,1,1,0,10,2,6,1,4,1
Brian Pothier,KVK,D,2,6,4,4,2,2,4,4,1,9,4,3,3,4,4
Scott Mellanby,SOV,F,19,8,4,4,5,2,4,5,0,7,4,4,5,4,4
Chris Drury,SOV,F,37,5,5,5,3,3,4,3,0,11,5,5,4,5,4
Vincent Lecavalier,SOV,F,4,8,5,5,4,3,5,4,1,10,5,5,4,5,4
Pat Verbeek,SOV,F,16,6,4,4,4,3,4,5,0,7,5,4,5,4,4
Dmitri Khristich,SOV,F,8,6,5,4,4,3,5,3,1,12,5,5,4,4,4
Pierre Turgeon,SOV,F,77,7,5,4,4,3,4,3,1,11,5,5,3,5,4
Adrian Aucoin,SOV,D,3,8,5,5,4,5,4,4,0,8,5,4,4,4,4
Fredrik Olausson,SOV,D,2,9,4,4,5,3,4,3,0,10,4,4,3,4,3
Cory Cross,SOV,D,23,6,4,4,2,4,4,4,1,10,4,4,4,4,4
Jay McKee,SOV,D,74,8,4,4,3,3,3,5,1,7,3,4,3,4,5
Peter Forsberg,SVF,F,21,6,5,5,5,4,5,4,1,11,5,5,4,5,5
Todd Marchant,SVF,F,26,4,5,5,4,3,4,4,1,7,4,4,4,4,2
Tomas Holmstrom,SVF,F,96,7,5,5,4,3,5,4,1,10,4,3,4,4,4
Michal Handzus,SVF,F,25,8,4,5,4,4,4,3,1,9,4,5,3,5,5
Bill Guerin,SVF,F,13,8,5,5,4,2,5,5,0,7,5,5,5,4,5
Dainius Zubrus,SVF,F,9,10,4,5,3,3,4,4,1,10,5,5,4,4,4
Rob Blake,SVF,D,4,10,5,5,4,4,5,5,0,9,4,4,5,5,5
Eric Brewer,SVF,D,2,6,5,5,3,3,4,5,1,7,5,3,4,4,4
Christian Laflamme,SVF,D,46,7,5,5,3,3,3,4,0,7,4,3,4,4,4
Mike Commodore,SVF,D,44,10,3,3,3,5,4,5,1,3,4,4,3,3,4
Vaclav Varada,SUM,F,24,9,5,5,3,4,3,5,1,7,5,5,5,4,4
Mike Grier,SUM,F,25,10,4,5,3,2,5,5,0,7,5,5,4,4,5
Peter Bondra,SUM,F,12,8,5,5,5,3,5,1,1,10,5,5,4,4,4
Steve Yzerman,SUM,F,19,5,5,5,5,5,4,4,0,10,5,5,3,5,5
Petr Sykora,SUM,F,17,6,5,5,4,2,5,3,1,9,5,5,4,4,2
Henrik Sedin,SUM,F,33,6,4,4,3,3,3,3,1,11,3,4,2,4,1
Darius Kasparaitis,SUM,D,11,8,4,4,2,4,3,5,1,7,4,4,5,4,5
Zdeno Chara,SUM,D,3,14,4,4,4,6,4,6,1,8,4,5,5,4,5
Hal Gill,SUM,D,75,12,3,4,2,5,4,5,1,5,4,4,5,4,4
Alexander Karpovtsev,SUM,D,52,7,5,5,4,4,4,4,0,7,4,4,4,4,4
Alex Tanguay,SUN,F,40,5,4,5,4,5,1,2,1,12,4,4,2,4,3
Donald Audette,SUN,F,82,5,5,5,4,3,4,3,0,8,4,4,2,4,4
Pavel Bure,SUN,F,10,6,6,6,5,3,5,2,1,11,4,6,4,5,4
Matt Cooke,SUN,F,24,7,4,3,3,4,3,5,1,7,3,4,4,3,4
Brad Isbister,SUN,F,15,10,4,4,4,3,4,4,0,9,4,4,5,4,4
Eric Daze,SUN,F,55,10,5,5,4,2,5,4,1,9,5,5,3,4,4
Greg deVries,SUN,D,7,9,5,5,2,4,4,5,1,7,4,3,5,4,4
Roman Hamrlik,SUN,D,4,9,4,4,5,3,4,5,1,10,5,5,4,5,5
Robert Svehla,SUN,D,67,8,4,4,4,4,4,3,0,10,3,4,4,4,5
Jamie Rivers,SUN,D,28,7,5,5,2,4,3,4,1,6,4,3,4,4,4
Doug Weight,TAI,F,39,7,5,5,5,2,4,4,1,10,5,5,4,5,4
John Madden,TAI,F,11,6,5,5,4,3,2,4,0,8,5,5,3,4,5
Daymond Langkow,TAI,F,22,4,5,5,4,3,3,4,1,9,5,3,4,4,4
Tony Granato,TAI,F,21,5,5,5,3,4,4,4,0,7,4,3,4,4,4
Paul Kariya,TAI,F,9,5,5,5,5,4,5,3,1,10,5,5,4,5,5
Benoit Hogue,TAI,F,32,6,5,5,4,2,3,4,1,8,4,4,4,4,4
Mathieu Dandenault,TAI,D,25,7,5,5,3,3,4,4,0,6,4,3,4,4,4
Mathieu Schneider,TAI,D,23,5,5,5,4,4,5,5,1,9,5,5,4,5,4
Lubomir Visnovsky,TAI,D,17,4,3,3,3,4,5,4,0,7,3,3,4,3,4
Sami Salo,TAI,D,6,8,5,5,4,4,4,4,0,7,5,5,4,4,4
Brian Rolston,TBP,F,12,8,5,5,4,5,3,4,1,9,5,5,3,5,5
Theoren Fleury,TBP,F,14,4,5,5,4,2,4,4,0,9,5,5,5,5,4
Bates Battaglia,TBP,F,44,6,5,5,3,4,3,4,1,8,4,4,4,4,4
Martin St.Louis,TBP,F,26,5,5,4,3,3,3,4,1,10,4,4,3,3,4
Sebastien Bordeleau,TBP,F,71,6,5,5,2,2,3,4,0,9,5,4,4,4,4
Tim Connolly,TBP,F,18,5,5,5,4,3,3,3,1,10,5,5,3,5,4
Ed Jovanovski,TBP,D,55,8,5,5,4,4,4,5,1,7,5,5,5,5,5
Jason York,TBP,D,27,7,3,4,3,4,4,1,0,9,5,5,4,4,5
Dmitry Yushkevich,TBP,D,36,8,4,5,3,4,3,3,0,9,3,5,4,3,5
Janne Niinimaa,TBP,D,6,10,5,5,3,4,5,5,1,8,5,5,4,5,5
Shean Donovan,IVF,F,12,8,5,5,3,3,5,4,0,5,5,4,3,4,5
Scott Young,IVF,F,48,7,4,5,4,2,5,4,0,8,4,5,3,3,4
Alexander Korolyuk,IVF,F,94,6,5,5,3,3,3,4,1,8,5,3,4,4,4
Igor Larionov,IVF,F,8,3,5,4,5,3,3,3,1,10,4,5,3,5,4
Derek Plante,IVF,F,38,5,5,5,3,3,3,3,1,10,5,4,4,4,4
Jozef Stumpel,IVF,F,15,9,5,4,4,3,5,3,0,8,4,4,3,3,4
Eric Weinrich,IVF,D,2,9,4,4,2,4,4,4,1,8,4,5,4,4,5
Jassen Cullimore,IVF,D,5,10,4,4,2,4,3,5,1,11,4,4,4,4,4
Lance Ward,IVF,D,4,6,4,4,2,4,3,5,0,11,3,3,5,4,4
Andrei Zyuzin,IVF,D,7,8,5,5,2,2,3,4,1,9,5,3,1,4,4
Rico Fata,THT,F,27,8,5,5,2,2,3,3,1,9,5,4,4,3,3
Alexander Mogilny,THT,F,89,7,5,6,5,2,5,3,1,12,5,5,3,5,4
Justin Williams,THT,F,14,4,4,3,3,4,4,4,1,5,3,4,3,4,4
Adam Deadmarsh,THT,F,28,8,5,5,4,3,4,5,0,10,5,5,5,5,4
Alexei Zhamnov,THT,F,13,7,5,5,4,4,4,3,1,10,5,5,3,5,4
Mike Fisher,THT,F,12,9,4,3,3,3,1,3,0,10,3,3,3,2,4
Bryce Salvador,THT,D,24,9,4,3,2,4,4,5,0,4,5,3,4,4,4
Oleg Tverdovsky,THT,D,10,7,5,5,4,5,5,4,1,10,4,5,3,5,5
Adam Burt,THT,D,7,8,4,5,2,2,3,5,0,7,4,4,5,4,4
Jaroslav Spacek,THT,D,3,7,5,5,4,1,5,4,1,7,5,5,4,5,4
