Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Martin Brodeur,NBK,G,30,9,4,4,3,6,6,0,0,0,0,6,6,5,5
Steve Passmore,NBK,G,29,3,4,4,2,2,3,0,1,0,0,3,3,3,3
Dominik Hasek,OCW,G,39,4,5,5,3,6,5,0,0,0,0,5,5,5,5
Peter Skudra,OCW,G,1,6,3,4,3,3,4,0,1,0,0,4,4,4,4
Dwayne Roloson,PIT,G,30,7,4,5,3,3,5,0,0,0,0,4,4,4,4
Tom Barrasso,PIT,G,35,8,3,3,3,4,4,0,1,0,0,4,4,4,4
Arturs Irbe,PRO,G,1,5,4,4,2,3,3,0,1,0,0,4,4,4,4
Johan Hedberg,PRO,G,1,7,4,4,3,3,5,0,0,0,0,4,4,4,4
Manny Legace,REN,G,34,3,5,5,3,4,4,0,1,0,0,4,3,4,3
Trevor Kidd,REN,G,37,6,4,4,3,3,4,0,1,0,0,4,4,4,4
Nikolai Khabibulin,RIC,G,35,7,5,5,4,4,5,0,1,0,0,6,6,6,5
Milan Hnilicka,RIC,G,33,6,3,4,3,3,4,0,0,0,0,4,4,4,4
Manny Fernandez,ROM,G,35,6,5,4,3,4,4,0,1,0,0,4,4,5,4
Jussi Markkanen,ROM,G,30,8,4,4,3,3,4,0,0,0,0,3,4,3,4
Curtis Joseph,SAG,G,31,6,5,5,5,5,5,0,0,0,0,4,4,5,4
Corey Schwab,SAG,G,35,5,3,3,4,3,4,0,0,0,0,3,3,3,3
Tomas Vokoun,SDM,G,29,9,5,5,2,5,5,0,0,0,0,4,4,4,5
Kevin Hodson,SDM,G,30,5,3,2,0,3,3,0,0,0,0,2,3,2,3
Roberto Luongo,KVK,G,1,7,4,4,0,4,5,0,1,0,0,4,4,4,4
Kevin Weekes,KVK,G,80,7,4,4,3,3,4,0,1,0,0,4,4,4,4
Mike Richter,SOV,G,35,6,5,5,4,4,5,0,0,0,0,5,5,5,5
David Aebischer,SOV,G,1,4,4,4,3,4,3,0,0,0,0,3,3,3,3
Jean-Sebastien Giguere,SVF,G,35,8,5,6,3,6,4,0,1,0,0,4,4,4,5
Reinhard Divis,SVF,G,50,0,4,4,2,2,4,0,0,0,0,4,4,4,4
Martin Biron,SUM,G,43,3,4,4,5,4,4,0,1,0,0,4,4,4,4
Dan Blackburn,SUM,G,31,6,4,3,3,3,4,0,0,0,0,3,3,3,3
Ed Belfour,SUN,G,20,7,5,4,4,4,5,0,0,0,0,5,5,5,5
Craig Billington,SUN,G,1,4,4,4,2,4,2,0,0,0,0,3,3,2,2
Patrick Roy,TAI,G,33,6,5,4,4,5,5,0,0,0,0,5,5,5,5
Vesa Toskala,TAI,G,29,0,4,5,4,3,5,0,0,0,0,4,4,4,4
Sean Burke,TBP,G,1,9,5,4,3,5,4,0,1,0,0,5,5,5,5
Mika Noronen,TBP,G,35,7,4,4,3,3,4,0,0,0,0,4,4,4,4
Evgeni Nabokov,IVF,G,20,7,4,4,4,4,5,0,1,0,0,6,5,5,6
Miikka Kiprusoff,IVF,G,37,6,5,5,3,3,4,0,0,0,0,4,4,4,4
Jocelyn Thibault,THT,G,41,4,4,4,2,4,4,0,1,0,0,4,4,4,4
Levente Szuper,THT,G,31,0,3,3,2,2,3,0,0,0,0,3,3,3,3
Marty Turco,UGA,G,35,5,5,5,4,4,5,0,0,0,0,5,5,5,5
Tommy Salo,UGA,G,36,5,5,4,3,3,4,0,1,0,0,4,4,4,4
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
