Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Keith Tkachuk,REN,F,7,11,4,4,4,4,4,4,1,11,6,4,4,4,4
Geoff Sanderson,REN,F,8,6,4,5,4,3,3,2,1,9,5,5,2,5,2
Steve Reinprecht,REN,F,28,6,5,5,4,5,4,3,1,10,3,2,1,4,1
Derian Hatcher,REN,D,2,12,3,3,2,3,4,6,1,7,3,5,2,3,3
Ric Jackman,REN,D,55,9,5,4,3,2,3,3,0,9,3,6,2,3,2
Pavel Kubina,REN,D,13,11,4,4,3,3,4,5,0,9,3,5,4,3,4
John-Michael Liles,REN,D,38,5,4,4,3,5,3,3,1,5,3,6,2,3,2
Petr Tenkrat,RIC,F,12,4,4,5,2,2,3,4,0,11,5,4,3,4,4
Ilya Kovalchuk,RIC,F,17,10,5,5,5,2,4,3,0,14,3,2,3,4,3
Mike Cammalleri,RIC,F,13,5,4,4,3,4,3,3,1,10,4,2,2,2,2
Jason Pominville,RIC,F,16,5,3,2,1,1,1,3,0,1,0,5,1,2,0
Henrik Zetterberg,RIC,F,40,6,5,4,4,6,4,3,1,10,3,2,1,4,1
Mike Ribeiro,RIC,F,71,4,5,4,5,4,2,1,1,14,5,4,1,4,3
Chris Pronger,RIC,D,44,10,4,4,3,5,5,6,1,9,3,6,4,4,4
Hal Gill,RIC,D,6,13,4,3,2,5,4,4,1,5,4,4,4,3,4
Bryan McCabe,RIC,D,24,9,4,3,3,3,4,5,1,7,4,4,2,4,5
Aaron Johnson,RIC,D,2,8,5,4,2,3,3,3,1,9,2,6,2,3,2
Ron Francis,ROM,F,10,8,4,4,4,4,4,4,1,10,4,4,3,5,2
Teemu Selanne,ROM,F,8,8,6,6,4,2,4,2,0,12,5,4,5,5,2
Marc Savard,ROM,F,9,6,4,4,4,2,3,2,1,9,4,4,1,5,2
Nathan Horton,ROM,F,21,11,5,4,3,3,3,3,0,7,4,2,3,2,3
Rob Niedermayer,ROM,F,44,8,4,5,2,5,3,2,1,8,3,5,1,3,2
Owen Nolan,ROM,F,11,9,4,5,3,2,4,4,0,7,5,4,4,2,4
Adam Foote,ROM,D,52,9,4,4,4,5,2,5,0,7,3,6,5,4,4
Brendan Witt,ROM,D,19,11,3,3,3,4,3,4,1,10,3,4,2,3,3
Scott Niedermayer,ROM,D,27,8,5,4,3,5,4,3,1,9,4,5,1,3,3
Denis Gauthier,ROM,D,3,11,4,3,2,4,4,5,1,7,3,4,3,4,3
Rod Brind'Amour,SAG,F,17,8,5,4,4,4,4,3,1,7,4,5,3,3,2
Jarret Stoll,SAG,F,16,7,4,3,2,4,3,3,0,8,3,2,3,2,3
Joe Juneau,SAG,F,90,7,4,5,3,4,3,2,1,10,3,5,1,4,2
Richard Zednik,SAG,F,20,8,5,4,4,3,4,4,1,9,4,4,2,3,2
Ray Whitney,SAG,F,14,4,4,4,5,2,4,2,0,7,5,4,2,5,2
Mike Knuble,SAG,F,26,10,3,4,3,2,2,3,0,7,4,4,3,3,2
Sergei Zubov,SAG,D,56,8,4,4,4,3,4,2,0,10,4,5,3,5,2
Al MacInnis,SAG,D,2,9,5,4,4,5,6,2,0,9,4,5,4,5,4
Joel Bouchard,SAG,D,39,7,5,5,3,3,3,4,1,7,3,5,4,4,4
Dan Boyle,SAG,D,22,6,3,3,3,5,2,2,0,9,2,6,2,4,4
Shane Doan,SDM,F,19,10,4,4,5,4,3,5,0,7,4,4,1,4,3
Joe Sakic,SDM,F,82,7,5,5,5,4,4,2,1,11,6,5,2,5,2
Brenden Morrow,SDM,F,10,8,5,4,4,5,4,3,1,7,4,2,4,3,4
Jason Arnott,SDM,F,44,10,4,4,3,4,5,3,0,9,4,4,5,3,3
Andy McDonald,SDM,F,20,5,5,6,3,3,3,3,1,8,2,2,2,3,2
Kris Draper,SDM,F,80,6,4,4,3,5,2,4,1,7,3,5,4,3,3
Jason Smith,SDM,D,21,9,4,4,3,5,3,4,0,7,3,4,3,3,4
Jay Bouwmeester,SDM,D,4,9,5,4,3,2,2,3,1,8,1,6,2,3,2
Sami Salo,SDM,D,6,9,4,4,3,3,3,3,0,7,4,5,2,4,3
Christian Ehrhoff,SDM,D,5,7,4,4,2,5,2,3,1,8,1,6,1,3,1
Antoine Vermette,SOV,F,19,7,4,3,2,5,3,3,1,10,3,4,1,2,1
Chris Drury,SOV,F,18,6,5,5,4,5,3,4,0,11,4,4,4,4,2
Vincent Lecavalier,SOV,F,4,8,5,5,5,3,5,3,1,10,5,4,3,5,2
Ladislav Nagy,SOV,F,17,6,5,5,5,4,4,3,1,12,4,2,3,4,3
Alexander Frolov,SOV,F,24,8,5,4,4,4,4,3,0,8,4,2,2,3,2
Michael Nylander,SOV,F,77,7,4,4,3,2,3,2,1,9,4,5,2,5,2
Adrian Aucoin,SOV,D,3,9,5,4,3,5,4,5,0,9,4,6,4,4,4
Niklas Kronwall,SOV,D,2,6,5,4,2,4,2,3,1,10,2,6,1,2,1
Cory Cross,SOV,D,5,6,5,4,2,4,5,4,1,10,4,4,4,4,4
Jay McKee,SOV,D,74,9,4,3,3,3,2,4,1,7,3,4,3,3,2
Peter Forsberg,SVF,F,21,8,5,6,5,4,3,3,1,13,6,5,4,6,2
Dustin Brown,SVF,F,26,7,4,3,2,4,2,3,0,11,1,5,1,2,1
Tomas Holmstrom,SVF,F,96,8,4,4,3,3,3,3,1,10,3,5,5,3,4
Michal Handzus,SVF,F,28,10,4,4,3,5,4,3,1,7,4,4,1,4,2
Bill Guerin,SVF,F,13,9,5,5,4,2,5,3,0,7,6,3,3,3,2
Dainius Zubrus,SVF,F,9,11,3,4,3,2,3,3,1,10,4,4,2,4,2
Rob Blake,SVF,D,4,11,4,5,4,4,3,5,0,9,3,4,4,5,2
Mathieu Schneider,SVF,D,10,7,4,3,4,4,4,3,1,9,4,4,3,5,3
Patrick Boileau,SVF,D,46,7,5,4,3,2,3,3,0,11,3,6,1,3,1
Boris Mironov,SVF,D,2,11,4,3,3,3,4,4,0,7,4,4,4,5,3
Daniel Sedin,SUM,F,25,6,5,5,3,3,4,1,1,13,3,3,2,3,1
Erik Cole,SUM,F,26,8,4,4,3,3,3,3,1,6,3,2,3,3,3
Peter Bondra,SUM,F,12,8,5,6,4,3,4,1,1,10,5,4,2,3,2
Steve Yzerman,SUM,F,19,6,5,4,4,5,4,2,0,9,4,4,3,5,2
Petr Sykora,SUM,F,39,6,5,5,4,2,5,2,1,9,5,3,2,3,2
Henrik Sedin,SUM,F,33,6,5,5,3,3,4,1,1,13,3,3,2,3,1
Darius Kasparaitis,SUM,D,6,9,3,4,2,4,2,6,1,7,3,4,5,3,6
Joni Pitkanen,SUM,D,3,8,5,4,3,3,3,3,1,5,2,6,3,3,3
Carlo Colaiacovo,SUM,D,2,7,5,3,3,1,2,3,1,2,0,6,1,4,1
Alexander Karpovtsev,SUM,D,27,10,4,4,1,2,4,4,1,8,6,3,4,2,4
Patrik Elias,SUN,F,26,7,5,5,5,3,4,2,1,9,5,4,3,4,2
Donald Audette,SUN,F,82,6,4,4,4,3,3,2,0,7,4,3,3,3,2
Dany Heatley,SUN,F,15,9,4,4,4,2,4,3,1,12,4,2,1,3,1
Pascal Dupuis,SUN,F,11,0,4,4,4,4,4,2,1,4,4,4,2,4,2
Brad Isbister,SUN,F,17,11,4,4,3,3,4,4,0,10,4,3,3,4,3
Eric Daze,SUN,F,55,12,4,5,4,2,5,4,1,7,5,3,3,4,2
Eric Desjardins,SUN,D,7,8,5,4,4,4,4,2,0,7,2,4,3,3,2
Roman Hamrlik,SUN,D,4,8,4,4,3,3,4,3,1,10,4,5,4,4,3
Robert Svehla,SUN,D,67,9,4,3,3,3,3,3,0,10,3,4,3,3,6
Jamie Rivers,SUN,D,28,7,5,5,2,4,3,4,1,6,4,3,4,4,4
Doug Weight,TAI,F,39,8,4,4,5,2,3,3,1,10,3,4,4,4,2
John Madden,TAI,F,18,6,4,5,3,2,3,2,0,7,2,2,2,3,2
Daymond Langkow,TAI,F,10,5,4,5,4,3,3,3,1,9,4,3,4,4,3
Daniel Alfredsson,TAI,F,11,7,5,5,5,4,4,3,0,11,5,5,3,4,2
Paul Kariya,TAI,F,9,5,6,6,5,4,4,2,1,11,5,5,4,3,2
Jamie Langenbrunner,TAI,F,15,8,4,4,3,4,4,3,0,10,4,4,2,2,3
Mathieu Dandenault,TAI,D,44,8,4,5,3,3,3,3,0,7,3,3,2,3,2
Janne Niinimaa,TAI,D,2,10,5,5,3,4,4,3,1,7,4,5,4,4,5
Lubomir Visnovsky,TAI,D,17,10,3,2,2,4,3,3,0,3,1,3,1,3,2
Willie Mitchell,TAI,D,4,8,4,4,2,4,3,4,1,9,2,4,2,4,2
Joffrey Lupul,TEG,F,19,8,4,4,3,3,3,3,0,6,3,2,2,3,2
Alexander Mogilny,TEG,F,89,8,5,5,4,5,4,3,1,11,5,2,1,4,1
Justin Williams,TEG,F,14,5,4,3,3,2,3,2,0,3,2,3,2,4,2
Pavol Demitra,TEG,F,38,7,5,5,4,2,4,2,1,9,4,4,3,5,2
Alexei Zhamnov,TEG,F,13,8,5,4,4,3,4,3,1,11,3,2,2,4,2
Mike Fisher,TEG,F,12,9,4,3,3,3,0,4,0,9,3,4,4,3,3
Paul Martin,TEG,D,27,6,3,2,3,6,3,3,1,5,3,6,1,3,1
Oleg Tverdovsky,TEG,D,10,8,4,5,4,5,4,4,1,10,3,4,1,4,3
Brian Campbell,TEG,D,51,6,4,4,1,3,4,3,1,7,2,4,2,2,1
Jaroslav Spacek,TEG,D,3,7,4,5,4,1,4,4,1,9,3,4,2,4,2
Brian Rolston,TBP,F,12,8,5,5,4,5,5,2,1,9,3,4,2,3,3
Theoren Fleury,TBP,F,14,5,5,5,4,2,4,3,0,9,4,5,5,4,4
Bates Battaglia,TBP,F,13,8,4,5,3,4,3,3,1,9,4,4,4,4,2
Sergei Samsonov,TBP,F,10,5,5,6,5,2,4,2,0,11,5,5,1,4,2
Travis Green,TBP,F,39,7,4,4,3,2,2,3,0,7,3,4,3,3,3
Tim Connolly,TBP,F,18,6,4,4,3,3,2,2,1,4,2,4,3,4,2
Ed Jovanovski,TBP,D,44,9,4,5,4,3,4,5,1,7,4,4,0,4,5
Jason York,TBP,D,27,7,4,4,3,4,3,1,0,9,3,4,2,4,2
Sergei Gonchar,TBP,D,55,9,5,5,4,4,5,3,1,9,5,5,5,4,3
Joe Corvo,TBP,D,26,8,5,4,3,3,3,3,0,5,2,6,2,3,2
